wt_60min_1,wt_60min_2,genome_60min_1,genome_60min_2
69762.168313,56702.70496,81346.314561,72374.02643900001
65655.778731,59184.784984000005,67751.468393,60464.35447400001
72374.02643900001,52835.215511,58957.05033400001,59462.178408
60266.085716999994,57537.148703,51876.995275,58828.493259999996
69271.354217,59592.355061,54067.766918999994,50322.103743
60575.93788299999,57668.998823999995,60691.062717999994,52492.507664
64592.835638000004,58557.900438000004,60990.37338799999,60575.93788299999
66092.588227,54264.10756399999,56407.402390999996,67031.252348
86383.570793,72374.02643900001,52407.262650000004,54205.14953899999
57778.62744,53218.206272,62684.299398,57354.587654999996
65459.194795,71527.698697,73896.40065200001,70888.618534
60691.062717999994,57354.587654999996,54743.965804,55136.61217200001
63968.781202,57387.002044,72905.785876,69483.765459
53869.12170599999,59462.178408,61032.508388,62909.663648999995
46447.577094,65459.194795,58557.900438000004,63785.814743
46217.490631,55858.650207000006,62745.646560999994,61177.316591999996
55563.299289999995,54393.83584500001,49603.919685,53524.117429
65982.793693,58687.67559700001,52759.30656,50120.416429
60016.76453,54500.206634999995,56127.498265999995,54352.61683199999
58300.130347000006,74427.50025299999,68674.485913,64546.91658
68674.485913,55327.04188399999,60134.245048,55373.403954
59027.013233000005,53405.94791,61405.818236,61405.818236
49075.341559,56953.77607400001,61177.316591999996,66188.857155
67521.411133,66333.110123,55563.299289999995,52327.504834
73620.34497,67751.468393,68331.31269,72256.59583
50684.934610000004,74952.951145,75078.465746,63167.936939
62909.663648999995,57303.565231,54500.206634999995,60266.085716999994
55949.391721,53016.064732,58227.488301,55619.834326
58763.046475,65655.778731,64592.835638000004,63968.781202
64321.603586000005,60761.013918,59382.964959000004,55897.798835
62225.803439,53093.966136,55619.834326,57537.148703
62684.299398,58300.130347000006,54460.767374999996,54460.767374999996
52027.445658,51824.56711,43886.188609,52027.445658
61357.917666999994,52513.804839000004,58093.410518,58048.774836
60199.934998000004,58828.493259999996,50724.70633,50247.748829000004
38337.998659,60905.373074,56702.70496,67296.22409599999
45136.670136,52027.445658,65561.613183,71196.328424
49505.831312,59027.013233000005,46927.162498000005,50655.717586
65019.69950100001,80585.714593,63367.26875999999,65842.31336
57955.923096,49229.979452,52154.472905999995,61807.807609999996
62290.61759200001,59900.34976,59949.738775,60134.245048
52691.868074,60266.085716999994,72005.241605,70040.28707699999
62092.853864000004,58137.115197,60627.329573999996,61889.512973000004
73327.47124000001,59658.449988,45581.839984,47126.520216
63258.548604999996,45604.300664,49862.544682,58687.67559700001
47621.04884,63061.071094,74582.179938,67751.468393
51253.36376,64918.110198,71376.433724,72700.830447
50162.913714999995,73620.34497,66188.857155,69133.389067
57432.180712,60835.863312999994,57955.923096,53792.293711000006
63647.421160000005,65359.94459499999,66092.588227,77352.473291
68186.614621,61357.917666999994,57035.323149,62600.038514
56506.922915999996,52463.708287,42567.116861,44530.750898
70539.525585,51653.580957,54023.771038000006,49132.758282999996
60761.013918,74040.700171,78526.340139,74582.179938
57537.148703,58856.225031,48435.246628,58258.689969
65140.071057,58367.818631999995,62016.28698700001,54393.83584500001
59382.964959000004,62909.663648999995,37038.789931,34554.959956
58828.493259999996,67174.91751,67296.22409599999,66769.270242
58227.488301,54100.507828,54665.504313,52513.804839000004
50846.911007,54205.14953899999,61096.17914,59658.449988
61945.40904099999,45808.634277,45763.709248,43718.018221
52093.533455000004,55619.834326,50162.913714999995,60073.749127999996
64918.110198,54954.004352,55949.391721,53821.733142000005
42900.759444,45433.520552,36450.687324,52285.827742
55327.04188399999,53659.854585999994,53405.94791,51512.983033
51332.661247,51450.062511000004,55273.544067,54500.206634999995
51450.062511000004,50322.103743,53711.557847,56243.676682000005
55897.798835,57432.180712,59278.850763999995,53597.160776000004
56611.169484,50162.913714999995,51824.56711,57035.323149
58595.15910999999,50923.98671899999,56333.53387,56127.498265999995
62745.646560999994,69565.546294,71196.328424,75078.465746
59900.34976,53869.12170599999,45390.458153,47787.170239
57668.998823999995,60627.329573999996,66333.110123,58488.738433000006
53348.222427,55190.199872000005,49812.672771,52093.533455000004
51121.528959,52407.262650000004,66585.566366,59592.355061
39110.033755,43743.253527,47966.150693,49753.134155
61593.80959600001,52947.347519999996,49347.41507,45469.015808
39603.413943,61889.512973000004,58828.493259999996,59856.342927
55713.217140999994,59354.43157,55190.199872000005,57148.35529200001
59278.850763999995,45552.04191,52027.445658,50198.900795
57242.187731,54184.111781,51040.840929,49034.454725
55666.500446,66769.270242,71051.332711,74040.700171
56886.432407,51696.305905,59658.449988,55524.251003
72700.830447,66092.588227,38898.256949,45763.709248
68577.51412400001,52197.076827,52835.215511,54264.10756399999
67399.322916,64791.59267,46764.662309,52626.563266
47324.803201,56333.53387,50812.905127,54578.603642999995
48162.032432,51332.661247,56810.79809899999,53405.94791
54067.766918999994,52093.533455000004,57668.998823999995,65655.778731
54665.504313,48002.221663,52197.076827,51040.840929
125524.40007,68331.31269,54100.507828,66092.588227
83986.432512,54147.54204300001,44216.960369,46963.030721
62016.28698700001,60357.533028,68851.52112800001,64918.110198
55759.660644,57242.187731,64791.59267,56333.53387
39371.428879,54665.504313,61483.303266999996,65706.91266399999
54147.54204300001,46381.818445,46247.425519,43976.130301000005
69899.954209,72565.447324,67894.830195,62290.61759200001
49549.739760000004,54578.603642999995,51653.580957,53131.766810999994
51908.602551,47557.812899,52463.708287,52407.262650000004
53131.766810999994,59382.964959000004,47324.803201,48898.255847
