wt_0min_1,wt_0min_2,env_0min_1,env_0min_2
235271.03695,239158.09608999998,221266.09622999997,234313.89363
237297.31872,244944.58232,254851.05052,221990.39166000002
248959.03818,241757.76389,241074.51896000002,227737.21876000002
206004.32319,213163.73615,243585.12771,209883.17792
213904.10523000002,203144.45711000002,229036.22590999998,231155.87683000002
243585.12771,219633.15021000002,232287.57843,226277.97219000003
249350.19792,244024.07405,237297.31872,232747.4315
236934.5912,239577.95399,227737.21876000002,217034.87689
211426.77626999997,223916.24665000002,232190.57324,216660.43436
238805.88333,236573.72868,230043.52500999998,232287.57843
235652.244,249852.86562,222864.96472,244944.58232
231637.19988000003,240281.78264000002,212442.53394,230930.25810000004
236262.47195,228147.58994,232747.4315,213163.73615
209577.55453,209214.35992000002,187618.25917,251108.89502
238135.02106,236934.5912,220915.90615,224860.86823999998
226277.97219000003,226519.75934000002,224332.21274000002,203733.79038
251581.48232,252872.16135999997,238322.33772999997,230719.80112999998
232287.57843,240860.13551,225409.59682,215988.20043000003
221990.39166000002,205692.39068999997,179394.15537999998,255180.33763999998
222864.96472,234752.95583000002,214892.98174999998,228469.68698
237771.57916999998,230719.80112999998,213904.10523000002,236934.5912
241757.76389,230930.25810000004,231963.60429,200743.66565
214465.01743,219178.11592,214137.24151,232190.57324
219178.11592,230290.41864,235271.03695,224332.21274000002
230719.80112999998,231963.60429,235961.48781,218548.97677
214137.24151,215495.66406,220381.40167,214465.01743
227203.58388,238805.88333,217660.17560000002,230043.52500999998
227409.82124000002,224860.86823999998,231155.87683000002,233642.67533
188976.63432,208930.66588000002,236262.47195,221266.09622999997
252416.79252,244649.87636000002,243028.36669999998,223315.53486
224860.86823999998,225113.63911000002,220067.28580999997,228147.58994
229282.82635,221990.39166000002,221990.39166000002,220564.58242000002
230930.25810000004,241074.51896000002,234752.95583000002,220067.28580999997
226848.50247999997,232747.4315,211917.58037,231637.19988000003
211917.58037,211187.73273999998,206004.32319,229036.22590999998
242319.9935,252416.79252,229678.76567000002,223916.24665000002
201557.24787,201294.82838999998,188021.60616000002,248385.17268
220067.28580999997,226848.50247999997,210816.98690999998,224598.05743
212117.14446,208042.3153,203733.79038,219464.46622
215210.40498000002,207190.22708,228469.68698,198428.53787
234752.95583000002,229282.82635,223916.24665000002,207059.50383
149914.59891,167198.40548000002,258932.75269999998,214892.98174999998
224332.21274000002,220381.40167,223315.53486,210317.02853
