Uniprot	Prize
Q9H4E7	3.076175194305481
Q7Z417	3.074828125470865
Q12968	3.052224257371509
Q9Y385	3.0379043550731826
O43318	3.0379043550731826
P49915	3.0379043550731826
C9JQE8	3.0379043550731826
Q9BZI7	3.0342391193114375
P36915	3.0228260202225354
Q14692	3.0228260202225354
P29590-2	2.9977933255414815
F8W8D3	2.9832140640473255
P42677	2.9776224782214022
P18615	2.973008187319219
Q92522	2.9702237590072382
Q9NU19	2.9643627794173883
Q14980	2.9597387852660417
P26368	2.956328120758974
Q86YV0	2.9536709659580604
Q53EL6	2.949670994594595
Q75N03	2.9486957246323016
Q06546	2.9465232017182568
O60832	2.9458437757500837
Q1MSJ5	2.945225853807718
Q9NYP9	2.944427988955578
P17152	2.943849448129372
P00747	2.9394753087147225
A0A5E8	2.933988728065752
I1E4Y6	2.931855559472644
Q99590	2.9220695108673373
J3KPD3	2.91593368553183
O60496	2.8984675262792234
Q9Y2U5	2.8984675262792234
Q5UIP0	2.8975798342405636
O00308	2.8901067746404236
E7ERS3	2.8890984183579715
A1L0T0	2.866956886649357
A0FGR8-2	2.86507366537191
Q01196	2.856550719233104
Q13595	2.850096276296079
Q13435	2.848132942575468
Q9NVM6	2.846320230664697
Q92608	2.8447470699774837
A6NMQ1	2.8423630443254466
P05452	2.8337809317710136
Q6XZF7	2.8284287032593722
Q9Y2I7	2.8273019635280763
P00492	2.8253881941849808
P16989	2.8225364630128387
Q13247	2.8168366046908817
P62750	2.8165975150198572
Q99729-3	2.815128862027249
O75190	2.813719121184025
P55011	2.8125517993486873
O00231	2.811200866390171
Q9BXI6-2	2.811200866390171
Q9BRA2	2.810462680348271
Q9UH03	2.810462680348271
F5H8D7	2.8097966330524167
P08238	2.8069947873220866
Q8IZD4	2.8069947873220866
P19827	2.8009652765947375
Q8TC07-3	2.798815504047829
Q8WY36	2.798815504047829
Q06945	2.7981630786118195
Q9UI10-3	2.7916817416191106
P61927	2.7834920424511873
A0A0U1RRH7	2.776597240080683
P07996	2.776597240080683
Q8ND61	2.776597240080683
Q6KC79-2	2.770612115493293
Q9C0C7-3	2.764017995653386
Q15003	2.764017995653386
Q6PJI9	2.764017995653386
Q14966	2.7618986760443587
Q7LBC6	2.756032352923451
V9GYM8	2.7554518502099064
O14828	2.7554518502099064
B4DNK4	2.7513650187869705
Q96FS4	2.749854139717848
Q9Y3U8	2.7481923873666387
E9PRY8	2.7481923873666387
Q9HB71	2.7445815636606303
O60784-2	2.7349005881513886
Q9NYZ3	2.734508923866527
Q96L91	2.722718898351411
Q00839	2.7225202323227413
P53634	2.7205715939563104
Q13422	2.705766898088222
Q13148	2.705766898088222
Q7Z5L9-2	2.704273981724401
P19174	2.685806242746805
Q99613	2.6838834581102877
P62310	2.6834251397979436
P09496-2	2.6834251397979436
Q92979	2.6834251397979436
X6RAL5	2.6834251397979436
Q9HCE1-2	2.6833436357789227
F8VP89	2.6833436357789227
P50747	2.6755600065638925
Q6IQ49	2.6755600065638925
Q6P4F7	2.6755600065638925
P51452	2.66235003372713
O95801	2.659548924352871
Q9H992	2.6526279256872063
Q96S55	2.6526279256872063
J3KNR0	2.6526279256872063
Q3ZCQ8-2	2.645423080459946
Q9NW64	2.645276291202411
Q15751	2.6414861603166297
Q5SRN5	2.6414861603166297
A0A0B4J1V8	2.6414861603166297
Q53GS9	2.6414861603166297
A0A0G2JNG9	2.640748903625856
A0A0C4DG17	2.6364501950266392
Q9NWH9	2.6355354695575612
P27540	2.633593043150965
O75179	2.633593043150965
Q8ND76	2.6300235507006127
Q3V6T2	2.6300235507006127
Q92747	2.628136008038071
Q8NE71	2.6267255596291212
P50914	2.623959476423252
P26599-3	2.6194002133637784
P48730-2	2.618603072279847
Q9Y383	2.617137973772385
Q8TF74	2.6132693051799283
Q8NC44	2.6132693051799283
Q96B97	2.6132693051799283
Q14209	2.6132693051799283
O00418	2.6132693051799283
Q9UHB7	2.6132693051799283
Q9H307	2.6121402058732497
Q9NTI5	2.61177179246528
P18621-3	2.605381124212529
Q9Y277	2.6036317228636645
Q8NHG8	2.6001654139076047
Q8IWI9-3	2.6001654139076047
P06753	2.5999560805560638
Q9NZI8	2.5999560805560638
P31942	2.5953831426907596
O43809	2.5953831426907596
O75081-2	2.5912818476609134
A0A0A0MR07	2.591148053290532
Q9NR30	2.581918378610299
O60264	2.5782412117103597
Q9BRD0	2.575225488876934
P78414	2.570807213558587
P52732	2.5665004567840213
P49796	2.5664130602433195
Q5JSZ5	2.5647758193564623
P32519	2.5647758193564623
P84103	2.5544669526939963
P19338	2.5544669526939963
P49585	2.5544669526939963
Q8NFA0	2.5544669526939963
P10412	2.5544669526939963
Q9UJU6	2.5544669526939963
P41236	2.551348449904725
P41440	2.549420952717478
P29966	2.5460514662873712
P53801	2.5439828704279166
Q13469	2.541120987972749
Q8WWQ0	2.5366587460915517
J3QR29	2.5366587460915517
O94804	2.5364389616953584
Q9HBU6	2.5346696973625593
Q96ST2	2.5346696973625593
O43566	2.5296297240129686
Q86TB9-4	2.5294212306813564
P14625	2.527418763370007
O75531	2.522093879674677
Q9BTD8	2.515469763793852
Q9UJK0	2.501798274705546
A0A0A0MT22	2.496618461875327
P37108	2.481770230111571
O14641	2.4767706785392063
O75347	2.4765180169028795
Q9BZE4	2.4764410084091497
Q96GK7	2.4759465075681835
P61006	2.472191946223454
Q8TAP9	2.468815989645967
O15047	2.468815989645967
Q9BSW2-2	2.468815989645967
Q5T3J3	2.468815989645967
Q9Y3R5	2.468815989645967
Q9NZJ0	2.468815989645967
C9JYS8	2.468815989645967
Q9Y4B5	2.468815989645967
O76064	2.468815989645967
Q96A65	2.468815989645967
Q12789	2.468551760338201
P05204	2.468551760338201
X6RAB3	2.4674617147829934
Q8IYW5	2.4674617147829934
P52948	2.4674617147829934
Q13573	2.4674617147829934
Q8NFC6	2.4674617147829934
Q14571	2.4674617147829934
P17480	2.4674617147829934
A0A0A0MT60	2.4674617147829934
Q08AE8	2.4674617147829934
M0R2Z9	2.4674617147829934
P52566	2.4674617147829934
Q9NXR1	2.4674617147829934
O95104	2.467210480455078
A0A0A0MRJ7	2.467210480455078
Q49AR2	2.4660140462198124
P13639	2.460629325043291
O75323	2.460024012381305
P63241-2	2.4584120005528907
Q9Y3S1	2.458141005847922
Q16539-2	2.453479812351802
K7ER00	2.451678077731941
Q9BU76	2.449133822612877
Q9NWQ4	2.446991942218826
P62273	2.4445307339638433
Q9UQ80	2.4443541391971433
Q5VTL8	2.4423788327663156
Q9BVA0	2.4284676107671443
Q9UP95	2.4225847452847526
P30304	2.4225847452847526
Q6NUK1	2.4225847452847526
Q9H211	2.4224779775039638
P13598	2.421118892619319
P06732	2.421118892619319
Q5FBB7	2.4181972190476997
H0Y449	2.4171764320816247
Q96BY6-3	2.4134080656976864
O95071	2.411329919464377
O94964-2	2.411329919464377
H0Y4E8	2.4106411743220497
Q96ER9	2.409789650464054
Q15648	2.404168701619811
E7EVA0	2.403213018226533
O95562	2.403213018226533
O60669	2.401186584834538
Q9H6A9	2.4003811710852485
P27815	2.4003811710852485
P16401	2.4003811710852485
Q9BTE6	2.399368338742995
Q7L4I2	2.399353894136525
P10242-4	2.3940349516397097
P42345	2.3940349516397097
Q9BSK4	2.391555891833587
I3L2J0	2.387851225630014
Q86WJ1	2.387851225630014
Q9ULJ3	2.3841756517597137
Q92797	2.3836445561407307
P28482	2.379460658438463
P26358-2	2.379460658438463
Q8N5U6-2	2.379460658438463
A0A0A0MRV0	2.379460658438463
Q9BW71	2.379460658438463
O95218-2	2.379460658438463
P46019	2.379460658438463
X6R7X0	2.379460658438463
Q9UHB6-4	2.379460658438463
Q9ULW0	2.379460658438463
O94913	2.379460658438463
Q9Y2F5	2.379460658438463
M0R088	2.379460658438463
P52565	2.374939246474548
Q96GM8	2.3733874213209147
A0A075B746	2.3733874213209147
P27701	2.37162272333702
Q92506	2.37162272333702
Q96EY5	2.371143496958736
O95685	2.362081783466086
Q92538-2	2.3607129875173016
Q96JM3	2.3607129875173016
P30041	2.3601818305414803
Q9NPA8	2.3601818305414803
Q5VTU8	2.3490738871320884
Q8N3F8	2.3481915494629093
P30291	2.3481915494629093
Q8TF50	2.3481915494629093
A0A1B0GTW1	2.3481487994663968
Q14978-2	2.345750344550942
Q96P11-2	2.3454254207826253
Q9NRY4	2.3453800692503988
O60563	2.3453800692503988
A2RRD8	2.3453800692503988
Q5VV67	2.3453800692503988
A0A0J9YYD9	2.3453800692503988
Q07864	2.3433908886146164
E9PDJ2	2.341567079008073
Q9H0B6	2.339877471765953
O95248-4	2.338193060122805
P15814	2.337050124765354
P31946	2.3357168081286237
A6QL63	2.3346504091989
Q96T23	2.3346504091989
O75937	2.3346504091989
O60343-2	2.3346504091989
Q9BQG0-2	2.3346504091989
Q5JTV8	2.3346504091989
Q15052	2.3346504091989
Q86U86	2.3346504091989
Q9BY43-2	2.3346504091989
Q86X95	2.3346504091989
Q96HA1	2.3346504091989
Q9H3N1	2.3346504091989
Q8IY63	2.3346504091989
O43776	2.3346504091989
P54278	2.3346504091989
P14921	2.3346504091989
Q9P265	2.3346504091989
P78371	2.3346504091989
O75717	2.3346504091989
Q86XK3-2	2.3346504091989
Q7LDG7-2	2.3346504091989
Q5TGY3	2.330746483796545
A0A087WZG4	2.326913529775188
Q7Z5K2-3	2.326125572781434
Q6ZU80	2.3239206503505017
D6RAF8	2.323894146175129
O75385	2.3233691974776733
Q9Y5W3	2.320967995683317
P84101	2.3191552675638136
Q9UMN6	2.3191552675638136
Q92973	2.3191552675638136
B5MCU0	2.3191552675638136
Q02078	2.3191552675638136
Q96PY6-3	2.3191552675638136
O15355	2.3191552675638136
O43586	2.318573793224209
P04350	2.314982216298125
P06127	2.314561515384489
Q9UBF8-2	2.314322638231197
Q9NVG8	2.314099472964523
Q7Z7G8	2.313383283281896
Q15555	2.3120067881397053
Q9BTC0	2.310518141178195
Q8TAD8	2.3074064909657377
P18077	2.3040839094701653
P43403	2.303453581412009
Q96Q45-3	2.299075970419505
O43166	2.299075970419505
O94782	2.299075970419505
Q9Y6B7	2.299075970419505
Q16875-4	2.299075970419505
O76021	2.299075970419505
P13994	2.299075970419505
P62979	2.299075970419505
Q9P2N5	2.299075970419505
O14578-4	2.299075970419505
P55199	2.299075970419505
Q69YQ0	2.299075970419505
Q6W2J9	2.299075970419505
P35269	2.299075970419505
P62851	2.299075970419505
P49902	2.299075970419505
Q13769	2.299075970419505
Q8IWZ8	2.299075970419505
Q13112	2.299075970419505
Q8IVT5	2.299075970419505
Q00613	2.299075970419505
O94915	2.299075970419505
P25054	2.299075970419505
A0A0A0MQU4	2.299075970419505
F5H527	2.2976035638794907
Q96EV2	2.296377216576487
O15117-3	2.296377216576487
Q9BZX2	2.296377216576487
A0A140T9T7	2.296377216576487
A0A1B0GW41	2.296377216576487
O00161	2.296377216576487
Q96F86	2.2924345925914555
Q5H9F3-3	2.2924345925914555
H0Y5F5	2.291924178154625
A0A0G2JPR0	2.2918670259954865
P18065	2.2918670259954865
P20290	2.290532015929821
P40692	2.2892202950754537
Q9C0C2	2.287912009318913
O75909	2.2870496331806054
Q96DI7	2.2864803544997585
Q14669-3	2.285729237090503
X6RLX0	2.285729237090503
A0A087WXK8	2.285729237090503
Q14241	2.2830773959782498
Q8WWY3	2.2828182211073975
Q16666	2.2806692853163013
Q9NZR1	2.2801174402900424
O75182	2.2789446091132675
P16403	2.2788533740202284
Q5SQI0	2.2779184769070056
Q13576	2.2779184769070056
Q8IZP0	2.2779184769070056
B8ZZS0	2.2771236985359664
Q96MU7	2.2771236985359664
P12270	2.2771236985359664
P49790	2.276197614199379
Q9BWH2	2.2761753687407147
P09960-2	2.2754610466223038
P56385	2.274746360801074
Q8WUA4	2.273207627865623
Q9BVG9	2.271997726104445
A0A024R4E5	2.266642712619027
Q15424-4	2.266642712619027
P00519-2	2.266642712619027
P27708	2.266642712619027
Q96EP0	2.2644827436430095
Q14232	2.262694492819737
Q8N9N7	2.258939498430969
Q9NSY1	2.256800668588044
P31751	2.256356422189658
P16104	2.256103854743705
O43399	2.256103854743705
O60307	2.253712080399724
Q9Y4B6	2.253712080399724
Q9NVC6	2.2488856062003055
Q53F19	2.2481223008904165
Q9P209	2.2468356012020068
Q14188	2.2468356012020068
P42331-4	2.246602127121684
Q02880	2.245894113900068
Q16186	2.2441475250594975
Q9Y2Z0	2.2441475250594975
P78549	2.2441475250594975
P23246	2.2441475250594975
Q96CB8	2.2437355734484297
A0A0J9YWL0	2.2420910926726214
O75368	2.2383274205822623
P18085	2.2363689638413686
P35443	2.2337704031300354
Q14657	2.2337704031300354
Q96I23	2.2337704031300354
P04114	2.2337704031300354
P15169	2.2337704031300354
Q96S15	2.2337704031300354
P02751	2.2337704031300354
A0AVF1	2.2337704031300354
Q16659	2.233505938411529
O43395	2.233505938411529
Q13627	2.232795901289166
Q9BUQ8	2.232268449696564
Q9ULT8	2.231850616890981
P61956	2.231850616890981
Q96A19	2.231850616890981
Q86V59	2.229659160358248
Q9NSC5	2.2291724357357787
Q9H1B7	2.2255590449321456
Q9NPG3	2.2248700523389306
Q5SW79	2.2248700523389306
P46783	2.2243089739892663
Q9ULX3	2.2243089739892663
Q92890-1	2.220951883678657
Q9H6D3	2.220457390306835
Q9NPA5	2.220457390306835
O15014	2.215141560511576
Q5W0V3	2.2131654802235623
Q92844	2.2131654802235623
A0A087WTF0	2.2131654802235623
P22694-2	2.2131654802235623
A0A087X1Z1	2.2131654802235623
O00257	2.2131654802235623
A0A1B0GV70	2.21253930016725
Q86X53	2.21253930016725
Q9UNL2-2	2.2123967206190396
O94762	2.209560664353656
Q9NUQ3	2.2075830259238174
B9EGE7	2.2075830259238174
Q14011	2.2075830259238174
Q8N163	2.2075830259238174
P35268	2.2074101015457988
Q9UKT7	2.206588464449987
O43290	2.206588464449987
P17544-6	2.2064876313546926
Q13506	2.205796891825875
Q96R06	2.205796891825875
P21359	2.205796891825875
Q13118	2.2022506666900687
Q765P7	2.201298938577048
O94761	2.20117238998352
Q15906-2	2.2002029014346296
Q14155-5	2.2002029014346296
Q8TF01	2.2002029014346296
Q96N16-2	2.2002029014346296
Q8IV04	2.199634220644328
Q9C0B5	2.1996119453418634
O15173-2	2.1996119453418634
Q76N32	2.1996119453418634
O75592	2.1996119453418634
Q8TB72-3	2.1971915408111116
Q15459	2.1971915408111116
O00472	2.1971915408111116
Q13131-2	2.1964874068502436
P20674	2.1956961458131237
O14672	2.1944671655094194
Q8IUW5	2.1944671655094194
Q6NUT3-3	2.1944671655094194
Q01433	2.1944671655094194
Q13415	2.1919535392926974
J3QS41	2.188874046142944
Q7L9B9	2.186498260136675
P53367-2	2.184545879684002
J3KQ96	2.184545879684002
P61221	2.182981006177341
Q5SSJ5	2.181043306859131
Q92804	2.181043306859131
A2RU30	2.1803063070089026
Q9Y6Q9	2.1803063070089026
Q9NYV4	2.1803063070089026
Q7KZ85	2.1779965957899776
P46109	2.1779965957899776
Q7Z569	2.1779965957899776
Q15398	2.1776611004183932
H0YEM9	2.177387813228976
Q53HC0	2.1769670173326676
Q969S3	2.175139594436965
Q96RT1-8	2.175139594436965
P60174	2.174599667619271
F5H2A4	2.1716865645979713
O14757	2.16964076975173
Q02040	2.169570523462526
O00479	2.169570523462526
Q9H9B1	2.169570523462526
Q9C0K0	2.168372120180288
Q7Z2Z1	2.1639374258407877
Q96EZ8-2	2.1639374258407877
H7BZJ3	2.1631522638114964
P52597	2.1623535941748315
Q9P1Y6	2.1575526324802183
O60499	2.157472214061376
Q09161	2.1535841944572303
Q15334	2.151184367357258
A0A087X188	2.151184367357258
P49773	2.150937476023596
O75175	2.1502680638116165
A0A1C7CYX9	2.147634536571454
P78347	2.1443531124255264
P42684	2.1443531124255264
Q6UUV9-2	2.1443531124255264
Q5BKY9	2.1414909307538643
J3KMZ8	2.139357795416215
Q5QJE6	2.1388767056303064
E7ETA6	2.1357959156410353
Q04759	2.1355174838017414
P48651	2.133917148684859
Q86UK7-2	2.132637726566628
J3KNL2	2.132637726566628
J3KPC5	2.13148193844429
O75376-2	2.1314274567968576
P63244	2.1256488598308514
Q9C0D5	2.1228849043594265
Q9Y3Q8	2.1169414847507215
Q6P4R8-2	2.1153446040349304
P02686	2.1153446040349304
P51451	2.1153446040349304
Q29RF7	2.1153446040349304
P31749	2.115205836871803
P20020	2.115175057066785
Q96S44	2.115101885595147
Q96D71	2.114307490386863
P52292	2.1141175455399233
A2VDJ0-5	2.1128627190139317
Q7Z6E9	2.1120166167617134
P21281	2.1120166167617134
Q9H4A3-7	2.1120166167617134
Q9UBH6	2.1120166167617134
P29084	2.1120166167617134
F5H1Z8	2.1120166167617134
Q9BQF6	2.1093699848810448
Q9Y2H2	2.1093699060861972
Q99567	2.1093699060861972
P24928	2.1093699060861972
Q99717	2.1093699060861972
Q14498	2.1093699060861972
Q6NUJ5	2.1093699060861972
Q7Z6Z7	2.1091063059644304
Q9NUY8	2.108856472906373
P25686	2.108856332351709
Q9HAZ1	2.108856332351709
O75122	2.108856332351709
Q8IWB9	2.108856332351709
Q9BVI0	2.108856332351709
O96028	2.108856332351709
Q15366	2.1035064109427077
Q15121-2	2.102947334439146
F5H7W8	2.102947334439146
Q8TDB6	2.102179609376134
Q8NBZ0	2.102179609376134
C9JCP7	2.1007689450120735
Q53GL0	2.100598551485609
Q68DK7	2.100598551485609
Q1KMD3	2.100598551485609
Q5T5Y3-3	2.100598551485609
P34972	2.100598551485609
P56589	2.099961865993031
Q8TAE8	2.0969151322673714
Q99952	2.09680082725643
Q6ZUT1-2	2.0965620919406924
Q6WKZ4	2.0940746930227516
P40337	2.0940746930227516
Q9UPT5	2.0940746930227516
E9PES4	2.091970519290764
Q9H4Z2	2.091970519290764
Q9Y519	2.091970519290764
Q86W92	2.0911962133381135
Q76L83	2.090872163480254
Q9HCG8	2.0906774593530906
Q9NPI6	2.090513105009064
Q5W0Z9	2.090513105009064
Q96IZ7	2.090513105009064
Q9NS23-5	2.087748673289812
O60292	2.087748673289812
Q96A57-2	2.0871938065321616
Q9Y2I8-2	2.082037822230754
Q9BUJ2	2.082037822230754
Q86YP4-3	2.082037822230754
R4GN35	2.0792630811480173
Q6ZTW0	2.076126736623318
Q9NR81-2	2.076126736623318
S4R347	2.074498970192415
Q86YA3	2.070140731192561
P85037	2.068923751831252
A0A0C4DGZ1	2.067761260554672
Q13905-3	2.067761260554672
Q9Y6X4	2.067761260554672
Q8IXT5	2.0672868878993915
Q08945	2.0649751490014143
P38432	2.0623654773138638
Q8IYB1	2.059796597379046
Q99442	2.0596773113537092
Q9UKE5	2.0596773113537092
P51003	2.0596773113537092
Q14141	2.0596773113537092
Q9Y6R1	2.0596773113537092
Q68CP9	2.0596773113537092
Q9UN36	2.058857732574496
H7C0J3	2.0569217983037253
P14866	2.0566283279346407
P24723	2.056181680721583
Q6ZNJ1	2.053553258172669
