0min_1,0min_2,60min_1,60min_2
259253.727825,264121.07385,290863.70385000005,266489.84965
266867.237225,271700.73245,265028.976975,272205.424925
262110.41924999998,274559.187475,271077.682425,263056.263025
272694.8394,274233.7913,266212.706275,255143.994175
265596.367,273792.646525,273636.96635,255549.90110000002
284670.443825,272694.8394,267253.102625,240333.96285
264121.07385,261102.743975,256017.29255,281973.41517500003
253919.5258,266867.237225,275626.40260000003,270292.062425
267846.8431,264525.07985,270036.23935,258149.920575
265330.272175,258149.920575,276705.6485,263783.673075
281973.41517500003,271077.682425,243028.22615,258661.58267499998
260087.637125,269005.665875,287347.76895,244155.70165
288626.1306,272993.090975,252581.017575,238614.787575
276705.6485,265827.634925,257586.02285,252255.947425
263056.263025,275626.40260000003,255549.90110000002,254524.5612
242205.0983,259046.13555,282503.1383,267846.8431
265827.634925,249398.589875,249555.962325,276705.6485
272993.090975,279391.444775,249104.93774999998,234647.35259999998
190022.4418,181477.4474,306699.797325,372193.704375
257239.11825,261657.3229,245190.997975,272993.090975
264525.07985,260087.637125,221627.410875,287026.89
279621.68675,272205.424925,251681.07254999998,228609.29885
267502.555875,243391.1598,202500.36555000002,326554.819775
246109.07325000002,246478.793325,280955.0324,267704.635025
259581.325425,266489.84965,209932.66782499998,292761.018775
247205.997475,259581.325425,263783.673075,265330.272175
268207.543125,251095.91737500002,238921.975775,273636.96635
267253.102625,248640.307625,247841.3025,260888.271325
250185.2912,263783.673075,261657.3229,253280.853625
264276.87107500003,267502.555875,243505.50425,246478.793325
261657.3229,270691.1007,242609.4708,245356.353575
258661.58267499998,254524.5612,271386.653625,240016.791225
282503.1383,260888.271325,260087.637125,217427.859575
251095.91737500002,266212.706275,243926.26045,259581.325425
250411.529175,263056.263025,256553.06024999998,251095.91737500002
251681.07254999998,256017.29255,263056.263025,250185.2912
257586.02285,240016.791225,267704.635025,253919.5258
248640.307625,234091.504025,272205.424925,267502.555875
252581.017575,256553.06024999998,259046.13555,243926.26045
267704.635025,265596.367,235454.35350000003,242205.0983
236164.19735,238291.037625,280190.75927499996,257239.11825
255549.90110000002,252255.947425,259253.727825,242609.4708
228609.29885,232125.490925,284670.443825,267253.102625
259046.13555,254166.03535,250411.529175,241234.372875
240333.96285,236391.499525,279268.2928,251681.07254999998
256553.06024999998,253919.5258,259581.325425,232125.490925
255143.994175,247205.997475,266489.84965,234710.6048
270691.1007,275364.945,231781.7287,219779.133175
234710.6048,255740.247775,261102.743975,248830.660075
253280.853625,231522.37255,235698.85537499998,280791.751175
248830.660075,246109.07325000002,270691.1007,238038.624725
258149.920575,257586.02285,255143.994175,223602.724175
229222.64897500002,241234.372875,269005.665875,259253.727825
266489.84965,261851.09517500002,220802.5701,241805.477025
249398.589875,234647.35259999998,257239.11825,249555.962325
256017.29255,259253.727825,246944.3391,226276.13685
254524.5612,248145.151275,253280.853625,233276.831425
218781.055825,237551.099675,278070.6821,256553.06024999998
247841.3025,250411.529175,254166.03535,236391.499525
246944.3391,248830.660075,244155.70165,244429.44067500002
238291.037625,230583.12975,264121.07385,247841.3025
230008.286725,244429.44067500002,268207.543125,243028.22615
242609.4708,243926.26045,227326.16985,270691.1007
241234.372875,249104.93774999998,258034.31192500002,228070.4331
247437.1428,247437.1428,248830.660075,231522.37255
254166.03535,246944.3391,253919.5258,218781.055825
258034.31192500002,250185.2912,245356.353575,218245.4836
221357.21077499999,222634.848575,285230.85562499997,246109.07325000002
222634.848575,230008.286725,233276.831425,285527.828025
249104.93774999998,245190.997975,246478.793325,230260.063
248145.151275,252581.017575,238038.624725,235020.928725
245042.965875,247841.3025,241234.372875,231781.7287
255740.247775,258034.31192500002,232569.79085,222140.834075
223602.724175,233276.831425,274559.187475,234328.3915
244429.44067500002,231781.7287,243391.1598,239566.291475
243028.22615,205658.90125,241805.477025,271077.682425
245782.70789999998,257239.11825,234091.504025,225485.25155
237180.06672499998,245356.353575,248640.307625,220536.97565
239566.291475,243505.50425,236164.19735,236757.355525
234091.504025,249555.962325,222634.848575,248145.151275
246478.793325,268207.543125,216310.596175,223112.29725
238614.787575,212527.001575,210728.546525,284852.316775
243926.26045,225747.827225,245782.70789999998,230583.12975
244155.70165,244155.70165,232125.490925,228918.65015
202897.0128,215597.00535,273792.646525,256017.29255
235020.928725,228421.2548,265827.634925,210819.09075
241805.477025,255143.994175,234328.3915,211913.2735
230802.54955,230802.54955,216483.860625,265596.367
228421.2548,238038.624725,218245.4836,255740.247775
249555.962325,251681.07254999998,220536.97565,216708.30877499998
245356.353575,208118.405525,238614.787575,245190.997975
238038.624725,225887.0532,228609.29885,237551.099675
225747.827225,235454.35350000003,248145.151275,216483.860625
238921.975775,239566.291475,212714.849875,232569.79085
240016.791225,221825.87365,234647.35259999998,229222.64897500002
234328.3915,216483.860625,214829.82495,260087.637125
231781.7287,245042.965875,230008.286725,221627.410875
243391.1598,234328.3915,228070.4331,217891.123725
212154.45705,199173.944325,198664.623625,320781.039
243505.50425,242609.4708,219226.804,211212.7415
237551.099675,223925.883775,212527.001575,236164.19735
232569.79085,236757.355525,213446.92859999998,230008.286725
225887.0532,238921.975775,220116.256675,227326.16985
214632.35335,223112.29725,239566.291475,232860.4939
190454.760925,220802.5701,252255.947425,247205.997475
212294.949075,238614.787575,247437.1428,205959.396225
228918.65015,235020.928725,229222.64897500002,214516.93935
234647.35259999998,229464.28545,205427.03877500002,233975.085075
233975.085075,240830.49595,219779.133175,210228.34960000002
232125.490925,237180.06672499998,219019.57907500002,215849.216275
235698.85537499998,228070.4331,222140.834075,215597.00535
218577.18185,232860.4939,234710.6048,217111.5267
208118.405525,219019.57907500002,240333.96285,238291.037625
236757.355525,236164.19735,213196.589225,212714.849875
219226.804,218781.055825,233975.085075,228421.2548
233276.831425,224853.958175,221256.198125,216310.596175
219744.7548,234710.6048,225485.25155,214445.224775
220116.256675,228609.29885,224466.241075,219226.804
236391.499525,228918.65015,218079.04135,206352.02305
38624.90286,37803.9248775,409445.57735000004,436882.6533
195554.561375,199866.98915,190348.82905,311241.653825
231522.37255,230260.063,215372.37077500002,214829.82495
221825.87365,220536.97565,236757.355525,215101.064025
224466.241075,232569.79085,219744.7548,210728.546525
223925.883775,221256.198125,240830.49595,202500.36555000002
232860.4939,241805.477025,215101.064025,199866.98915
228070.4331,216310.596175,229464.28545,214632.35335
225266.796725,218079.04135,228421.2548,218079.04135
219019.57907500002,218577.18185,230583.12975,219525.420675
224853.958175,215372.37077500002,206561.755125,238921.975775
226770.070875,233975.085075,203545.73227500002,219744.7548
220802.5701,222140.834075,232860.4939,210623.27805
217891.123725,215101.064025,199096.662925,250411.529175
226276.13685,240333.96285,207887.88445,208742.446325
221627.410875,212714.849875,181048.15355,268207.543125
205658.90125,214445.224775,224674.8694,235698.85537499998
217691.53547499998,212294.949075,240016.791225,208118.405525
207350.889325,202897.0128,230802.54955,243391.1598
240830.49595,229222.64897500002,212080.476275,189359.09982499998
215597.00535,227326.16985,219525.420675,213622.680275
212714.849875,217111.5267,225747.827225,221825.87365
214068.900125,221627.410875,230260.063,212294.949075
218400.825225,224674.8694,210228.34960000002,220802.5701
222140.834075,226770.070875,218577.18185,206561.755125
229464.28545,213446.92859999998,228918.65015,200844.55735000002
213622.680275,210228.34960000002,224853.958175,224466.241075
221256.198125,226276.13685,218400.825225,205036.524375
213446.92859999998,211913.2735,235020.928725,212932.469225
212527.001575,213622.680275,213829.419525,229464.28545
182588.21505,191780.14405,212294.949075,285749.440375
227326.16985,224466.241075,208532.07880000002,205658.90125
216708.30877499998,235698.85537499998,194345.99644999998,216850.63385
218245.4836,219525.420675,223112.29725,202897.0128
224674.8694,219744.7548,226770.070875,194720.118525
199427.059075,190348.82905,251095.91737500002,225266.796725
203818.29962499999,209932.66782499998,225887.0532,224853.958175
216310.596175,219226.804,180432.3737,246944.3391
211212.7415,216850.63385,215597.00535,219019.57907500002
202093.279025,208303.27795000002,214632.35335,235454.35350000003
210623.27805,217691.53547499998,223925.883775,207110.991275
191398.37032500003,183861.392925,217427.859575,265028.976975
216850.63385,223602.724175,214068.900125,194026.58462500002
213196.589225,214829.82495,217691.53547499998,203818.29962499999
216483.860625,217891.123725,200402.529125,213196.589225
