wt_0min_1,wt_0min_2,wt_5min_1,wt_5min_2
159632.59931999998,151950.25403,134657.24701,125452.54968999999
175740.68426,135431.90958,126239.13618,124324.97505000001
150124.58963,150124.58963,129931.55193,127799.59344
137068.23695,133783.11471,143626.52409999998,124956.64905
89814.62894200001,123260.20963000001,123656.52764999999,184029.42095
136083.77039999998,128774.79776999999,133783.11471,144464.23269
163161.35747,155553.91191,105379.344575,122449.06476000001
133087.51111999998,123656.52764999999,128774.79776999999,164685.65183000002
132366.61981,142146.26528,114650.43075999999,140206.35908999998
134657.24701,127799.59344,130852.0704,135431.90958
151950.25403,129931.55193,111084.00142000002,114088.5814
129931.55193,136083.77039999998,110218.94125999999,150873.22115
133783.11471,127015.01165,122806.47841000001,121479.13422
33470.776363,42011.282848,168647.32121000002,175740.68426
135431.90958,130852.0704,123260.20963000001,106894.744713
120855.77305,101208.184913,136083.77039999998,134657.24701
93612.115614,103975.145181,121479.13422,120855.77305
111084.00142000002,98548.783716,150124.58963,83376.307684
83912.694511,83171.93423,138407.73442,110218.94125999999
18513.933457,20143.915795,171173.15525,117781.46185
119242.60143,125452.54968999999,120855.77305,123656.52764999999
112906.72987,117781.46185,112108.2023,112433.20124
124324.97505000001,132366.61981,112906.72987,119902.41851999999
142998.13548,134657.24701,106355.103009,107848.67254999999
114088.5814,122449.06476000001,119242.60143,95187.83313700001
80147.65164899999,71506.43929099999,114088.5814,106355.103009
140206.35908999998,148931.35772,116441.13609,123260.20963000001
118315.08936999999,121479.13422,118828.30587,117321.16983
34216.553534,38978.334369000004,135431.90958,98178.14111200001
116441.13609,114088.5814,127799.59344,85518.593621
123656.52764999999,107848.67254999999,118315.08936999999,77416.535566
126239.13618,124956.64905,113469.52708,118315.08936999999
65310.006161,84763.534277,117781.46185,127015.01165
110218.94125999999,105888.807351,125452.54968999999,138407.73442
122806.47841000001,109730.19553,99763.78091300001,103321.805152
117321.16983,119242.60143,103975.145181,111084.00142000002
125452.54968999999,124324.97505000001,101701.742381,116441.13609
109730.19553,114650.43075999999,117321.16983,94903.415871
112108.2023,107529.84775,119902.41851999999,72951.195536
90678.28823899999,93612.115614,132366.61981,100684.209104
107848.67254999999,111717.03078,110603.64327,114650.43075999999
100452.15196,111084.00142000002,101208.184913,112906.72987
117781.46185,117321.16983,104979.75361599999,110603.64327
127799.59344,126239.13618,98548.783716,97679.950094
164685.65183000002,147750.97659,91504.879294,95669.875044
111717.03078,94662.006366,102606.74852200001,115018.79363
75781.635624,85323.57278700001,107848.67254999999,111717.03078
118828.30587,120855.77305,97428.517964,99763.78091300001
83376.307684,87430.956083,108427.1303,108427.1303
103321.805152,106894.744713,109163.4269,84763.534277
121479.13422,115018.79363,97679.950094,98906.021227
116018.41946,118315.08936999999,95840.543624,105888.807351
114650.43075999999,113469.52708,103039.585523,86029.74755100001
122449.06476000001,112108.2023,100158.37056899999,94662.006366
110603.64327,118828.30587,98178.14111200001,116018.41946
39584.8342,46789.845118,109730.19553,104979.75361599999
43850.475716,58162.911181999996,111717.03078,126239.13618
48863.234317,63222.93287599999,106894.744713,93920.9074
138407.73442,122806.47841000001,79672.275989,96529.263188
96529.263188,106355.103009,87683.97823400001,119242.60143
101701.742381,96918.103122,105888.807351,92604.752236
72649.33731900001,95840.543624,98906.021227,102606.74852200001
145646.62311,144464.23269,78821.42725899999,83912.694511
103975.145181,96529.263188,103321.805152,90337.061268
119902.41851999999,116018.41946,89102.41810899999,88275.002382
106894.744713,108427.1303,96529.263188,107529.84775
107529.84775,104979.75361599999,96094.51789,105379.344575
109163.4269,116441.13609,89814.62894200001,93612.115614
100158.37056899999,110218.94125999999,88543.673642,103039.585523
113469.52708,112433.20124,87205.888006,90678.28823899999
108427.1303,101701.742381,91850.340364,97185.236429
105379.344575,109163.4269,88817.36640999999,96918.103122
96918.103122,92863.498215,102380.104461,109730.19553
92863.498215,90337.061268,60733.160679,93195.165889
32865.127272,41427.177654,107529.84775,101208.184913
24557.474951,30982.646037,122449.06476000001,104418.05165200001
92051.729137,88817.36640999999,96918.103122,95840.543624
100684.209104,97185.236429,92604.752236,82941.765336
56606.453251000006,50771.201216,124324.97505000001,122806.47841000001
112433.20124,112906.72987,82278.76365499999,86383.725866
99224.115456,104188.632166,92863.498215,90102.4588
95840.543624,87683.97823400001,94903.415871,80147.65164899999
99763.78091300001,103321.805152,95669.875044,100158.37056899999
90102.4588,92604.752236,94662.006366,94235.523934
105888.807351,102380.104461,89547.66482199999,83813.026174
63513.354837,67355.81161,100684.209104,98548.783716
38490.568264,42791.593984,112433.20124,74959.162603
102380.104461,99763.78091300001,78352.69378599999,74462.890136
53273.594084000004,64403.078992999996,116018.41946,63386.323451
78973.640945,76513.406609,99224.115456,65310.006161
79672.275989,94235.523934,81944.42173500001,102380.104461
115018.79363,110603.64327,73528.276851,79220.99376000001
101208.184913,84628.85652599999,85069.361311,85323.57278700001
94662.006366,86200.041543,93195.165889,87335.580957
103039.585523,101940.456215,84628.85652599999,92477.645205
98548.783716,97679.950094,84763.534277,87205.888006
92604.752236,87958.04498600001,86200.041543,101940.456215
59772.63280400001,63291.236113,80147.65164899999,97428.517964
84763.534277,86577.153545,87430.956083,96094.51789
74596.376911,89102.41810899999,87335.580957,104188.632166
64403.078992999996,77416.535566,84456.098127,89102.41810899999
95669.875044,103039.585523,80942.868631,103975.145181
34694.585521,37571.777841,104188.632166,79672.275989
86383.725866,87205.888006,85733.00678099999,100452.15196
98178.14111200001,97428.517964,83813.026174,91504.879294
91340.961774,91340.961774,79559.168554,88817.36640999999
86815.883241,84079.69170699999,92477.645205,76302.617386
78821.42725899999,79672.275989,94414.71914999999,91018.379921
97428.517964,100158.37056899999,80257.430441,87430.956083
104188.632166,100684.209104,79220.99376000001,82127.673173
91504.879294,91504.879294,83376.307684,85069.361311
79346.64683299999,70928.854255,95187.83313700001,64345.773112
54870.22102700001,53674.98824399999,104418.05165200001,60943.821169999996
78640.20862399999,71876.159508,93920.9074,70556.859895
83634.079985,82941.765336,89274.09477699999,76513.406609
97185.236429,73388.400923,90678.28823899999,92051.729137
44285.553432,48012.936243,97185.236429,77764.58574899999
70675.339147,67466.579125,82941.765336,77907.48595500001
94414.71914999999,93195.165889,77764.58574899999,88543.673642
92477.645205,91018.379921,81271.37916699999,86577.153545
84186.609151,91850.340364,90102.4588,81119.695247
29882.384312,33739.858557,75632.81603100001,75365.57156499999
85733.00678099999,74136.177777,91340.961774,68027.506481
87430.956083,100452.15196,74136.177777,89814.62894200001
47375.23181,57652.911604999994,81479.111907,92863.498215
93195.165889,98906.021227,74301.517269,86200.041543
60996.72945100001,54928.257413,100452.15196,99224.115456
85323.57278700001,79346.64683299999,86815.883241,76432.743
25864.882668,29938.56302,92051.729137,64076.30037700001
80942.868631,77907.48595500001,76612.09197,89274.09477699999
84456.098127,82487.46220899999,86029.74755100001,70821.711125
56970.566802999994,75014.784332,90337.061268,65858.876548
104418.05165200001,70556.859895,82127.673173,72237.724552
66231.970906,95187.83313700001,69651.04044699999,101701.742381
93920.9074,94414.71914999999,78023.317797,82278.76365499999
94903.415871,92477.645205,76962.33763,85733.00678099999
69379.82271000001,74839.042508,84186.609151,91340.961774
84079.69170699999,71062.686934,80700.043305,76886.543527
89102.41810899999,99224.115456,74001.96092,87683.97823400001
89274.09477699999,86383.725866,76302.617386,84186.609151
94235.523934,86029.74755100001,68768.247364,73894.02263699999
97679.950094,96094.51789,71700.336434,73528.276851
106355.103009,104418.05165200001,68614.962315,74596.376911
89547.66482199999,89814.62894200001,83171.93423,86815.883241
87958.04498600001,92051.729137,76513.406609,75781.635624
78188.439461,76432.743,83912.694511,64901.080801000004
76612.09197,89274.09477699999,76086.181319,75212.991907
52260.170798,61450.551142,81628.471261,87958.04498600001
82941.765336,83634.079985,78188.439461,89547.66482199999
87683.97823400001,93920.9074,73066.867853,81944.42173500001
78023.317797,81628.471261,77907.48595500001,80700.043305
85069.361311,79559.168554,78640.20862399999,68768.247364
75365.57156499999,76962.33763,72125.46975,77527.613119
72450.432282,70044.200189,83634.079985,94414.71914999999
72125.46975,73066.867853,77615.94657,61450.551142
76236.622849,77615.94657,77119.031631,71876.159508
88817.36640999999,81479.111907,73894.02263699999,70107.383468
81119.695247,78821.42725899999,69501.771683,91850.340364
52631.62619,62982.049827999996,75550.457043,81479.111907
91850.340364,84456.098127,68946.01265399999,70675.339147
88275.002382,90102.4588,71236.875856,77615.94657
76886.543527,77764.58574899999,76707.46538400001,75632.81603100001
56925.108221999995,59831.342426999996,86383.725866,53718.318805999996
60324.161928,60260.502214,81119.695247,84079.69170699999
102606.74852200001,94903.415871,60260.502214,63586.570099000004
53338.450515,49604.899243,93612.115614,61900.302478
66720.559991,79965.127498,77265.73809,79346.64683299999
38923.201688,42114.555946,76236.622849,69771.083422
96094.51789,95669.875044,70231.618661,78640.20862399999
83171.93423,90678.28823899999,71876.159508,72003.400406
73243.701128,86815.883241,69771.083422,76086.181319
64471.779732,61532.682896000006,75212.991907,77119.031631
80257.430441,83912.694511,70348.564109,77265.73809
78352.69378599999,80257.430441,70675.339147,76707.46538400001
88543.673642,75781.635624,72951.195536,73388.400923
79965.127498,76302.617386,68685.642748,80257.430441
82708.431959,66231.970906,70107.383468,74136.177777
41882.705527,50977.31539,79965.127498,80942.868631
74136.177777,84186.609151,67238.437389,84456.098127
81792.428144,82708.431959,66813.563106,75550.457043
81944.42173500001,82127.673173,75014.784332,78023.317797
86577.153545,85518.593621,73243.701128,60515.89531199999
76513.406609,81271.37916699999,76432.743,82708.431959
91018.379921,88543.673642,62789.10978700001,69501.771683
64345.773112,72292.27417,81792.428144,56054.50661900001
58162.911181999996,54369.41925399999,84079.69170699999,74301.517269
82127.673173,72125.46975,67940.43809400001,71831.322271
81271.37916699999,81944.42173500001,67355.81161,72812.67829
83813.026174,74685.320466,69092.610541,70928.854255
51522.939782,63710.350605,66580.994938,71236.875856
39291.278756,36641.683347,77416.535566,73066.867853
75212.991907,83813.026174,68258.01881200001,59610.935534000004
77527.613119,70675.339147,71506.43929099999,62920.145218000005
77907.48595500001,79220.99376000001,72812.67829,79965.127498
65158.898010000004,70107.383468,78973.640945,50524.206689
95187.83313700001,98178.14111200001,59502.004046,63291.236113
77119.031631,72649.33731900001,76886.543527,64562.168797
80700.043305,82278.76365499999,63513.354837,66860.920898
45314.181082,62090.474077000006,68190.53501600001,78973.640945
73528.276851,75365.57156499999,65945.54791400001,78352.69378599999
73894.02263699999,74001.96092,71384.580279,72566.21436900001
74839.042508,75550.457043,67100.72358800001,76962.33763
76302.617386,68461.580507,68124.556169,69651.04044699999
25419.924541,28069.600934,70444.641626,65158.898010000004
57141.618727,65369.158103999995,82708.431959,63710.350605
76707.46538400001,81119.695247,63386.323451,72450.432282
16951.172039999998,23140.229889000002,94235.523934,81271.37916699999
76962.33763,73684.150269,73684.150269,62432.681047000005
31733.670649999996,39829.486329,74685.320466,79559.168554
68461.580507,76707.46538400001,74462.890136,54646.409542
65945.54791400001,64006.97681099999,77527.613119,51012.088721
22591.017033,28180.937431,86577.153545,69878.918044
70231.618661,78352.69378599999,60324.161928,81628.471261
74685.320466,75212.991907,65487.551769,66813.563106
69651.04044699999,77119.031631,67582.45806599999,65487.551769
74959.162603,63071.134826,66720.559991,73684.150269
77764.58574899999,78188.439461,62982.049827999996,67355.81161
70821.711125,74301.517269,65858.876548,74839.042508
74301.517269,76886.543527,70044.200189,64743.949095
104979.75361599999,105379.344575,50874.390615,57968.968496
82487.46220899999,66813.563106,66860.920898,68946.01265399999
72292.27417,72812.67829,65310.006161,71384.580279
72566.21436900001,69651.04044699999,63222.93287599999,72649.33731900001
72237.724552,71236.875856,72649.33731900001,59176.36193200001
74001.96092,71831.322271,65592.191737,68382.994278
55788.25246999999,56606.453251000006,68461.580507,67238.437389
68027.506481,61581.681281000005,75781.635624,56761.031510999994
81479.111907,77527.613119,61757.00601,67100.72358800001
84628.85652599999,78640.20862399999,63811.145258000004,59502.004046
73684.150269,70821.711125,65369.158103999995,65681.354995
81628.471261,78023.317797,64345.773112,67940.43809400001
24968.480934,25349.682527,85518.593621,73243.701128
68190.53501600001,72566.21436900001,63939.289385,71700.336434
63811.145258000004,54503.226668999996,71831.322271,49537.737103
36910.921862,42247.545161,63291.236113,65369.158103999995
87205.888006,85069.361311,58288.056283,57781.858154
24062.113115,27573.930967,69878.918044,69379.82271000001
74462.890136,69501.771683,62612.949421000005,66231.970906
68614.962315,66301.324414,72237.724552,65998.30624800001
61135.152118000005,70444.641626,66975.80068,76236.622849
85518.593621,80942.868631,60112.340018999996,61532.682896000006
65681.354995,69379.82271000001,66301.324414,68685.642748
79220.99376000001,72951.195536,62090.474077000006,74001.96092
37401.801643,35514.6657,87958.04498600001,113469.52708
68258.01881200001,62361.231667,66231.970906,55322.572283999994
67355.81161,63129.192555,64650.103622999995,67750.747248
61062.240585,83376.307684,56970.566802999994,66720.559991
65998.30624800001,68768.247364,64253.311795999995,68190.53501600001
65858.876548,63634.97891799999,68382.994278,62287.016714000005
71506.43929099999,75632.81603100001,59610.935534000004,66975.80068
86029.74755100001,77265.73809,58373.367854,58927.535496000004
71236.875856,74596.376911,65737.17471600001,62361.231667
87335.580957,89547.66482199999,55788.25246999999,57141.618727
35327.732483,45257.034159999996,74839.042508,83171.93423
68946.01265399999,71700.336434,65158.898010000004,70444.641626
63586.570099000004,61135.152118000005,64901.080801000004,83634.079985
77615.94657,70348.564109,59277.403951,61581.681281000005
7187.3450681,8379.1765105,91018.379921,109163.4269
66580.994938,68190.53501600001,66398.629939,70348.564109
76432.743,76086.181319,59831.342426999996,56116.95953000001
22206.41965,23052.713295999998,79346.64683299999,82487.46220899999
98906.021227,81792.428144,40740.426473,58225.977082
71384.580279,67100.72358800001,64174.326272,78188.439461
61900.302478,62498.270945,70556.859895,47810.040198999995
68382.994278,68685.642748,60841.484057,63939.289385
77416.535566,65998.30624800001,59969.877257,55888.549514
70928.854255,69771.083422,56334.538762,68124.556169
67940.43809400001,72003.400406,62174.013874,71062.686934
65592.191737,64562.168797,55636.380423,72292.27417
64743.949095,67582.45806599999,62736.359829999994,60427.85737
70444.641626,63386.323451,60060.907616000004,56334.538762
75632.81603100001,67940.43809400001,61824.127465000005,59831.342426999996
59676.679541000005,59342.32721599999,64471.779732,69092.610541
69878.918044,73528.276851,60515.89531199999,65737.17471600001
26310.358507999998,23290.205814,85323.57278700001,71506.43929099999
56466.587564,65945.54791400001,63129.192555,67466.579125
66301.324414,63513.354837,56606.453251000006,66301.324414
23568.509943,27205.553309,57293.184623,61824.127465000005
62090.474077000006,73243.701128,62432.681047000005,68614.962315
64006.97681099999,63586.570099000004,63875.12753400001,72125.46975
67582.45806599999,63939.289385,58872.326675,61243.191758999994
70556.859895,72450.432282,56530.454235,60733.160679
29693.017894999997,26806.36407,82487.46220899999,62090.474077000006
69771.083422,66720.559991,57652.911604999994,50611.860419
70044.200189,68614.962315,55414.307536,58747.58664000001
71062.686934,68258.01881200001,61300.275601999994,65945.54791400001
53066.14387000001,54736.499623,72566.21436900001,75014.784332
76086.181319,74462.890136,55243.68645,62612.949421000005
47963.981082,54293.18780199999,75365.57156499999,52035.70821
33692.074622,34216.553534,71062.686934,63634.97891799999
28707.796156999997,31632.2098,72292.27417,74685.320466
60733.160679,67238.437389,58162.911181999996,64174.326272
71831.322271,59676.679541000005,51915.895231,55788.25246999999
66813.563106,62789.10978700001,60996.72945100001,56191.013962000005
86200.041543,80700.043305,53066.14387000001,56606.453251000006
67466.579125,64901.080801000004,63710.350605,58872.326675
68685.642748,70231.618661,57382.474124,62002.896198
63710.350605,58804.216275,59078.397667,64006.97681099999
48127.9094,53517.820068,72450.432282,49604.899243
62920.145218000005,66975.80068,64006.97681099999,64650.103622999995
64650.103622999995,62002.896198,58664.401969,58288.056283
62736.359829999994,66580.994938,57141.618727,53933.703090999996
55836.386731,64743.949095,58225.977082,63129.192555
90337.061268,87335.580957,47890.151595999996,50977.31539
72812.67829,60943.821169999996,63586.570099000004,55636.380423
64174.326272,61824.127465000005,58747.58664000001,60613.140574
44110.809476,33521.951075000004,74596.376911,47476.409174
72003.400406,65737.17471600001,57728.385065,53066.14387000001
62498.270945,61900.302478,55147.867217000006,55508.924382
73066.867853,65858.876548,58804.216275,61711.083045
56761.031510999994,68027.506481,55888.549514,66580.994938
65737.17471600001,65158.898010000004,58536.235290000004,61135.152118000005
59969.877257,59012.478779,54503.226668999996,58039.578535
62174.013874,64345.773112,56191.013962000005,62789.10978700001
64562.168797,64174.326272,58093.667117,60841.484057
58536.235290000004,58536.235290000004,65044.825593,41882.705527
59610.935534000004,62432.681047000005,61711.083045,62736.359829999994
71700.336434,65044.825593,54436.586705999995,54503.226668999996
49051.551026,54199.90452900001,64743.949095,54067.927998
62789.10978700001,64650.103622999995,58573.512754999996,60260.502214
62432.681047000005,68124.556169,59898.026014,64848.170744999996
58288.056283,60996.72945100001,67466.579125,46956.09427
22691.749218,23919.422852,64403.078992999996,57231.874081999995
58804.216275,65681.354995,60943.821169999996,59342.32721599999
70348.564109,66398.629939,50131.395016,59078.397667
37932.513436,45603.303980000004,70928.854255,47087.581443
67238.437389,69092.610541,50524.206689,57591.090257
60943.821169999996,65487.551769,61135.152118000005,64403.078992999996
43166.299947,61243.191758999994,52631.62619,56849.15347
63634.97891799999,58225.977082,56466.587564,64253.311795999995
55636.380423,57231.874081999995,55943.51427,56237.215657
54369.41925399999,50217.595562,69379.82271000001,41516.041406
65487.551769,65310.006161,52995.189730000006,58573.512754999996
61243.191758999994,61062.240585,56054.50661900001,57410.387649
59433.104856000005,59176.36193200001,56761.031510999994,63513.354837
63129.192555,53273.594084000004,53338.450515,54736.499623
50473.693676,46815.436858,65998.30624800001,49124.356272
16497.600188,15111.872928,88275.002382,38201.999563000005
60112.340018999996,73894.02263699999,45346.286138,61757.00601
57382.474124,58373.367854,61581.681281000005,53338.450515
28124.502027,30705.791222,61450.551142,53602.289686
69092.610541,65592.191737,51097.229054,57382.474124
75550.457043,76236.622849,46371.363706,48436.351884
62361.231667,64848.170744999996,54572.866801000004,59277.403951
54928.257413,43891.843056,62361.231667,78821.42725899999
53394.67099500001,56466.587564,57496.297146000004,51627.300467
48967.886398999995,55147.867217000006,64562.168797,68461.580507
37773.506621,41018.170876000004,67750.747248,81792.428144
19436.595692,25777.353114,63634.97891799999,52631.62619
79559.168554,80147.65164899999,42717.739062,51915.895231
48078.357122,62287.016714000005,51172.117664000005,60060.907616000004
41427.177654,55508.924382,56275.337123000005,54027.821291
18385.190962,19365.969736,70821.711125,63875.12753400001
56530.454235,47309.794348,64076.30037700001,57652.911604999994
57652.911604999994,49177.244814,59176.36193200001,40486.899044000005
63939.289385,56427.283918999994,52316.817637,43891.843056
59012.478779,59772.63280400001,55836.386731,56662.68079
40756.231264999995,52260.170798,55322.572283999994,57079.113149000004
20920.235524,27043.772821,54965.534118999996,65592.191737
59342.32721599999,67750.747248,49013.270047,60996.72945100001
53786.191590999995,47890.151595999996,57231.874081999995,52395.97958
65369.158103999995,55943.51427,49731.123615000004,51434.744353
66398.629939,63875.12753400001,54199.90452900001,55147.867217000006
53718.318805999996,52889.72930299999,57781.858154,40791.783687
68124.556169,78973.640945,42678.651192000005,46815.436858
63291.236113,57781.858154,57410.387649,57918.673945
41315.485124,42606.226748,55707.906640999994,64471.779732
51012.088721,58093.667117,61900.302478,46171.533018
49325.270116,54436.586705999995,58927.535496000004,63222.93287599999
64253.311795999995,55707.906640999994,59012.478779,55052.395534999996
24468.22838,29273.367771,65681.354995,59012.478779
63875.12753400001,62612.949421000005,47262.929603000004,50571.425686999995
58664.401969,60060.907616000004,52395.97958,55583.66112799999
29196.536803000003,31268.302841999997,73388.400923,59676.679541000005
10664.9092139,9327.8823573,61062.240585,118828.30587
56849.15347,57728.385065,50167.62794,57293.184623
59831.342426999996,57591.090257,56427.283918999994,44208.997849
64901.080801000004,62920.145218000005,48507.619269,51986.489096
57591.090257,50439.005991,53718.318805999996,44537.323956
57231.874081999995,58927.535496000004,52189.002782,46580.629098
59176.36193200001,60515.89531199999,55583.66112799999,54199.90452900001
58093.667117,61711.083045,53674.98824399999,54928.257413
71876.159508,74959.162603,41959.004960000006,45381.248246
53236.828905999995,68946.01265399999,45963.673263,63811.145258000004
17606.477905,18071.760165,68027.506481,37745.219502
46535.227201999995,48694.200738,60427.85737,70044.200189
69501.771683,66860.920898,46669.09489,49397.072229
60613.140574,60613.140574,50351.531967,54801.630382
77265.73809,76612.09197,45710.580243,52316.817637
55943.51427,56334.538762,55052.395534999996,37903.200139
25777.353114,39065.089224,56925.108221999995,68258.01881200001
43339.325232999996,50705.0826,54870.22102700001,53980.320926
55707.906640999994,57496.297146000004,52469.534094,62982.049827999996
63222.93287599999,62174.013874,54369.41925399999,38636.719880000004
62002.896198,57918.673945,49397.072229,56275.337123000005
57293.184623,56054.50661900001,53602.289686,53517.820068
19352.178189,21615.342557,59433.104856000005,38476.122242
47167.045032,58747.58664000001,51434.744353,65044.825593
57968.968496,44263.699841,53273.594084000004,49177.244814
59898.026014,56970.566802999994,53236.828905999995,45710.580243
64076.30037700001,61300.275601999994,53476.26594699999,54870.22102700001
61532.682896000006,58573.512754999996,46535.227201999995,50661.480686
66860.920898,64076.30037700001,43603.422360000004,52995.189730000006
61581.681281000005,59610.935534000004,49177.244814,46083.794912
52189.002782,51327.826151,48967.886398999995,58373.367854
67100.72358800001,53602.289686,54067.927998,45028.95219900001
45901.120483,48967.886398999995,53860.314971,54436.586705999995
50661.480686,49013.270047,58039.578535,47229.323436
66975.80068,72237.724552,48643.582168,46635.195412999994
15659.374549,18678.050070999998,72003.400406,44661.119201
20412.970518,20227.903982,59676.679541000005,42305.887709999995
29685.329064999998,32029.744687,62498.270945,61300.275601999994
29908.734366999997,34731.473195,50977.31539,51571.121866
62982.049827999996,57968.968496,49325.270116,47863.023279
43519.834381,42526.109769999995,57918.673945,56427.283918999994
55508.924382,57141.618727,50801.998495,53236.828905999995
50351.531967,55636.380423,52118.831546,59433.104856000005
52469.534094,60427.85737,46500.993770999994,56970.566802999994
54503.226668999996,57410.387649,50661.480686,56925.108221999995
53158.645021000004,51097.229054,54801.630382,43469.469426999996
59078.397667,54572.866801000004,50571.425686999995,50874.390615
55052.395534999996,61757.00601,51522.939782,55836.386731
58747.58664000001,49325.270116,54027.821291,53786.191590999995
42893.97923700001,56662.68079,54736.499623,54125.782341
56275.337123000005,58288.056283,49865.140021,48078.357122
57079.113149000004,56761.031510999994,49429.282788,53674.98824399999
62612.949421000005,56849.15347,49537.737103,55243.68645
56427.283918999994,52995.189730000006,50439.005991,52469.534094
13626.983468,15372.625255,74959.162603,41990.208246
57728.385065,60112.340018999996,48436.351884,55414.307536
50571.425686999995,51522.939782,52605.614591,57728.385065
63386.323451,58664.401969,42365.49516,53476.26594699999
21883.05106,26207.955776,59772.63280400001,55943.51427
20304.714699,23734.700656,44661.119201,59898.026014
24447.248116,31695.317569,54646.409542,58664.401969
58927.535496000004,50801.998495,52035.70821,48863.234317
44887.273163,51434.744353,47863.023279,53394.67099500001
55243.68645,55243.68645,45924.997365,51794.848826999994
57496.297146000004,54646.409542,45028.95219900001,49865.140021
52316.817637,50661.480686,49289.932013,58804.216275
50524.206689,49639.023045,48388.323317999995,51706.954523
16305.790294999999,21304.153899,61243.191758999994,38737.065386
54965.534118999996,54965.534118999996,48078.357122,54323.618507
48012.936243,45193.448459,60613.140574,34981.87481
54646.409542,60324.161928,43768.025129,54572.866801000004
58872.326675,56925.108221999995,46119.004699,46535.227201999995
24914.442174,26745.328032999998,62287.016714000005,63071.134826
60060.907616000004,52499.089590999996,46707.187217,51063.390912999996
61711.083045,54067.927998,44367.652506,50705.0826
56191.013962000005,46956.09427,57079.113149000004,41289.898440000004
52889.72930299999,53860.314971,50771.201216,42162.416172
51571.121866,43850.475716,59342.32721599999,44088.821201
42858.744355999996,46759.660821,51852.516,52691.995279
51434.744353,48924.872632,47087.581443,49688.348245
45226.532975,50351.531967,48012.936243,51660.1376
50217.595562,42815.583063,56116.95953000001,48924.872632
