genome_0min_1,genome_0min_2,genome_60min_1,genome_60min_2
27822.678396000003,31220.69792,9123.7822366,9427.739527900001
22124.489009999998,21662.902607,18666.124621,19225.828763
19662.23327,19407.092894,16792.761645,16501.453736000003
12462.314644,10714.708418,24622.981428,24641.900649
18577.993391,17645.630727,17011.217978,17884.030137
23051.862268,21341.076392,20409.209206,20038.609662
23549.820035999997,19032.426388,19412.332416,18559.842189
23957.510402,21229.43576,18339.084802999998,18012.833363
23606.606217,26374.318517,14920.055063000002,12885.927398
19563.753371,17396.89947,20693.495776,17974.598415
17273.161583,18283.266375,24456.488952,19958.190028
15299.276719000001,17315.082134,24567.15931,22630.077815999997
17103.530975,17532.106321,22420.053388,19844.445172
15957.138433,15267.017924999998,20607.465493,19941.818482
20362.152507,21868.056364,17943.060382999996,17402.928554000002
18117.151889,17414.805156,16085.061508000003,15697.46398
18745.737144000002,18874.614674,19004.437513,21785.092977
18058.622965,16448.745407000002,23798.20828,23203.666181
22144.203669000002,22060.412559,13207.768741000002,14532.304529000001
14648.452794,18087.762403,13951.969751,17083.214416
22480.00307,21440.942203,14840.583771,19908.817363000002
19407.092894,19542.660944,20903.043782,17734.514821
15331.034214999998,14454.478057999999,17066.079915000002,18022.120275
21694.10381,20137.836900000002,21365.720886000003,22514.163864
18408.713602,19463.626991999998,17587.065435,19407.092894
20403.038847,22697.44266,22944.751168,22533.031053
20143.350017,21561.872396,19542.660944,19662.23327
25574.920003,24305.442809,14374.958892,18722.616982
15474.697196,18474.244259,23278.265994,22400.870129
25326.388796,20946.722851,23641.269805,17501.758721
19013.007633,19047.459401,21394.416814,20294.75108
21373.930539,16718.564373,25553.581274,26573.788753
29753.174693,18606.196837000003,20554.170124,24424.318651999998
17766.789991999998,21885.284818,17909.569343,18357.822253
20878.213248,20395.90772,19488.228588,20301.24405
20137.836900000002,19263.278055,18474.244259,18370.564388
19867.192618,19523.92155,21078.579501,20112.705645000002
15997.428234,17638.37068,21944.536044999997,20863.610016
20334.767941,21518.672351,18529.368786,17538.514797
16370.806366,16967.407731000003,16329.873543999998,17624.232058999998
19316.693766,22420.053388,17969.561488,16481.218607
15165.732933000001,16457.560737,22250.321632,25189.347638
21901.158537,22250.321632,20842.15154,22486.591555
24124.962118000003,25984.519607000002,10336.5648714,15355.897299
19822.76776,18764.089322,23149.478693,18221.45272
22682.733394000003,25915.910198,15308.942852000002,17109.486306
18867.70893,16289.363204,21174.678415,20812.152578999998
23791.209232,24697.305972,13353.816304000002,11591.075854
16967.407731000003,20027.566014,15823.980770999999,15990.384392000002
15078.444545,15277.216863999998,15578.648747,17596.52959
24487.695109,25123.939848,13204.758726999999,10974.0420053
14547.611406,15539.249870999998,16004.461264000001,16004.461264000001
20665.496789999997,19688.091245,22740.777653,20481.748908999998
20431.042749,22810.584381,16718.564373,14028.037671000002
13323.183056999998,11733.547267,25746.992673,22382.168261
18166.898936999998,18542.824262000002,15975.026149000001,17375.717792
19584.584265,18924.596114,18825.89153,20464.968449
22657.521032,20972.868787,16657.320872,16521.118668
19293.099701,19972.56365,19966.789839,18885.478183
17043.706487,18100.890889,17962.298053,18459.401738
12352.551517,13213.721150000001,17985.81671,17298.818144
18722.616982,16071.168122,18738.110159,16684.115225
20554.170124,22089.036347,18402.551099,15724.590606000002
20946.722851,23417.280482,16898.641118,19419.634872000002
12090.061627,12468.712844,16908.282046,17709.281221999998
18924.596114,17489.514088,22486.591555,20878.213248
18764.089322,21454.147034,19916.142035999997,18464.502749
20532.881799000003,16157.929222,24993.797898,25037.96513
17029.929513,20441.089681999998,22288.078401,19966.789839
22099.283841999997,21684.647311,16303.478089,15738.125691
20543.768162,20354.955278999998,18852.551159000002,19506.891639
18947.31896,20979.136187,17532.106321,15413.847543
17221.692741,19513.303493,20712.71114,21835.228512
19908.817363000002,23116.206148999998,10029.5255436,13055.683872
20966.010133,17471.911722,20095.609925,21725.137710000003
17979.251279,17838.393396,21518.672351,21842.525484
18260.892272,18451.560557,17881.118254,16311.073660999999
20447.035125000002,22347.704497,18277.31171,21005.087303
19032.426388,16643.036382,19576.624424,18719.248106000003
20972.868787,22944.751168,18249.287204,19080.102604
18640.821598000002,22330.159741000003,13130.623866999998,13937.55834
18885.478183,21674.598319999997,19218.654253,18321.838215
20153.896767,21901.158537,19989.964228999997,17875.418675
17059.492967,19746.976243,19040.357845,17173.737266
17789.4442,16851.541709999998,16228.752098,18096.853475000004
11166.633758599999,9739.7788473,26552.054822,21978.661777
17478.102577,16340.099928,17753.620329,24169.409542
18810.070633000003,19329.68235,17341.439066,19040.357845
20693.495776,22824.884633,15233.674997999999,13424.905696000002
20487.286071000002,20158.063401,15401.126955999998,16942.104505
18012.833363,21776.700204,18690.477562,19067.411546
17753.620329,20294.75108,21895.190782,19867.192618
18513.004974,23631.054192,16766.593946,21511.905351
18036.052908,21127.851659,14785.253101,17290.658046999997
17202.540646,18513.004974,18867.70893,20017.519117
15025.409800999998,12730.900987,28585.786604,25198.375327
20586.481493,21613.610478,22622.369819,19263.278055
19958.190028,17130.009364,18193.093093,20088.879852000002
16393.183552,16521.118668,20719.986838,19202.880382
14485.773152,14923.829605,16054.315846000001,14122.841709
18029.398961,18571.036679999997,20354.955278999998,19060.224207
18825.89153,17103.530975,18953.348748,18768.625819
15564.642354,17979.251279,17207.677465,12694.922495
18042.567369,17550.257117,19920.483533,22206.058628
21885.284818,24043.733081000002,18127.496994,16579.073076
28317.562848999998,21032.517455,16398.077669,22234.812765000002
24098.089827,15078.444545,17624.232058999998,20805.664241
13473.644059000002,15828.535154000001,16730.147797,16898.641118
14847.216146,14593.935097999998,18221.45272,16471.525002000002
13023.654074,13869.511169,17319.620019,17621.226654
15612.389350000001,17943.060382999996,16556.301531,16651.589247
17319.620019,16066.774421,24188.852032000003,18270.925134
13424.905696000002,15742.434415000002,21229.43576,21238.365962
18582.793708,17772.857015,19286.013979000003,18339.084802999998
28236.76275,28558.195747,11407.608547,10843.8181157
21547.460434,25448.849298,15503.006085,17234.469342
19141.127877,16497.640043,24874.705665,27078.051928
11942.411606,9596.7496589,20744.337474,23089.604876999998
15003.839734,15214.655531,20424.536644,21096.622669
18158.347698,19662.23327,17860.575377,20972.868787
18571.036679999997,20017.519117,18017.321796,18187.732926
9019.6465933,8344.8696226,28469.38918,25836.566641
32724.144287000003,26092.451634999998,16488.122095,17869.233113000002
17633.091252000002,18423.566155,15990.384392000002,16215.535928000001
17587.065435,19570.013748999998,14030.773345,14756.547542999999
26043.603359,23597.348233999997,19670.148877,21476.236238999998
23193.81918,20224.873125000002,12927.133636,13537.080507
22408.931715,25857.987374,12707.974678,14771.663360999999
14368.002815999998,17869.233113000002,18267.404587,18606.196837000003
18632.387035,21835.228512,18600.940028,16703.578675
21017.164456,20066.445103,19196.513865,20895.267307
22313.158207,22576.574638,17496.449429,15985.621511
21652.347343,18810.070633000003,21680.660825,21341.076392
19372.293364,17221.692741,16842.019425,18666.124621
20095.609925,22171.607576000002,20074.425649,17766.789991999998
18892.631111000002,14423.600779,23886.850812,23062.952416
26455.845354999998,29021.483882,12037.780039000001,15165.732933000001
22706.117779,22557.92236,15642.152058000001,14947.371694000001
15128.377266,15813.605160000001,17892.465682000002,17319.620019
19570.013748999998,20153.896767,19629.183496,17962.298053
27058.796989000002,23623.605434999998,18552.347228,19286.013979000003
17532.106321,17422.522763,18977.801503000002,18764.089322
32793.249037,21247.596693,19706.616241,19239.177801
17838.393396,18138.763959,17645.630727,19133.250686
22506.819042,19850.272390000002,16962.100083,17212.243335
19454.454198,17784.102111,20301.24405,20685.258596
21394.416814,18199.873754,20878.213248,20643.091629
20224.873125000002,18655.790175,20066.445103,21290.726910999998
11906.326857,10899.8856271,22937.571719,23565.419164
18666.124621,19534.541208000002,19270.248213000003,17728.909219
10232.6816035,9092.721818,32111.799923000002,28086.969747999996
16347.028618,16741.169996999997,19621.448698,15666.393612999998
18776.520259999998,16430.512646,26439.376925,21359.401258
10866.9550546,8987.400502,23099.603423,17542.693028
19656.093734000002,15155.852888,17979.251279,16510.354981
17916.35238,19989.964228999997,17103.530975,17408.579902
28096.288124000002,26845.452455,13654.092781,15887.272713000002
16780.251437,17734.514821,15339.249095000001,15596.318344
12212.005263000001,13923.081802,14147.421126000001,14616.387299999999
14791.162732,17278.384344,13533.574788000002,10206.120186600001
14172.321338,14281.437997,20143.350017,18477.316586
10476.509924,10896.889482,18623.592439,18235.414433
18562.780666,16639.614569,21299.528185,21820.476926
16888.769784,22159.680163,18750.785205,17414.805156
19433.684975,20878.213248,18205.604462,17550.257117
15844.782516000001,16135.937073,19590.7448,22960.095544
27013.537958,20903.043782,17216.9479,20477.690243
14600.889270999998,13233.508319999999,17784.102111,17267.756570999998
17414.805156,21238.365962,15964.723409000002,16858.366625000002
15067.656885,17185.446945,20129.571216,18182.066585
19363.593163999998,20415.381306,17091.93916,14659.559803
12427.39696,11922.551872,22387.109437,21674.598319999997
12439.583327,13362.112031,18745.737144000002,18150.901157
24424.318651999998,20334.767941,18804.342329,20693.495776
19679.311733000002,20620.932459,17074.157137000002,18267.404587
25501.815961,12163.528644,17445.956975,18859.687701
15496.752933,18017.321796,21708.75291,20719.986838
22045.672769,18998.104665,19770.224183,19004.437513
24057.131469,23845.761012,15742.434415000002,16126.099132
39823.38318,19390.831855,17699.251924,19396.317862
17402.928554000002,20167.663042,14172.321338,15754.13148
21115.056388,20955.652068,14923.829605,16735.962666
17098.306289,17016.185358,21063.218667,20403.038847
16041.083723,17319.620019,26205.3807,24874.705665
16445.163771,16175.608225,20377.496785000003,19101.477193000002
19108.025144,17173.737266,18964.487902,18451.560557
19627.136336000003,18370.564388,20895.267307,20651.363994
15708.419874,15564.642354,21623.399251000003,17746.513007
21518.672351,19258.350531,19534.541208000002,20129.571216
27467.338604,20345.579579,18064.670855,18810.070633000003
12661.447679,15057.999779,23013.55517,22288.078401
18370.564388,15457.265091,13956.562172,14509.489485000002
12730.900987,15559.916414000001,20997.849701,21989.309898
18415.465153999998,15677.987787,21637.922018999998,22769.001154
19498.111031,18964.487902,17974.598415,18474.244259
17881.118254,22053.363967,13733.108934,15775.468839999998
20492.743338,20045.974936,17959.020778,16766.593946
19978.067763,21809.064918,19133.250686,18958.968449
21069.848991,19615.634969,19933.372408,19161.340101
18674.523713,17608.617795000002,18897.948968,18122.129004
19633.781783,16668.370963,15985.621511,19209.383838
18270.925134,13546.276459,20926.79784,23845.761012
17550.257117,20719.986838,16674.903054000002,15347.521283999999
24804.159473,21958.458391,14444.809736000001,16567.441239
9081.2922708,7882.8427636,24728.254811,24162.128503
13399.099424999999,13420.541996,14909.016915,16413.716720999997
16376.477715,18036.052908,18182.066585,17445.956975
20597.307629,20911.375034,17560.979078,15290.687644
18436.016163,19218.654253,16248.219205000001,18166.898936999998
20997.849701,20492.743338,16879.004997,19424.37524
21143.811011,20409.209206,18321.838215,16972.36491
13375.337982000001,14181.023787000002,13507.602598000001,11797.910748
19989.964228999997,19479.000391999998,15367.99258,13041.995183
14683.443831,15439.357934999998,9391.3400432,10035.462215
19351.532558,9891.4059131,31186.847093,25797.006989
15584.151515,13961.941821,19202.880382,17580.79682
15457.265091,14528.993169,18235.414433,15308.942852000002
16921.351366,16589.946322,21135.787544,18017.321796
19972.56365,19831.459093999998,18661.392591,18701.681741
16872.262602,18589.805557,18199.873754,18415.465153999998
16692.615968,11774.123993,30029.179442,21127.851659
25317.324437,15912.789743000001,18674.523713,20210.628625
14794.862849000001,13110.911801999999,17525.595675,18429.043408999998
16589.946322,18158.347698,18794.624203,17180.888109
17645.630727,15165.732933000001,19746.976243,18947.31896
19095.644774,21427.782356,16727.046708,16265.791612
16981.590978,22005.867293,16066.774421,17843.250271
17709.281221999998,18728.899912,17430.618073999998,16393.183552
14092.835855000001,13793.753638,21247.596693,19363.593163999998
12601.00316,14167.297944,24139.446311,21032.517455
27606.292043,24390.937547999998,14514.694265000002,14362.860531000002
13562.778479999999,12523.613325,24284.909207,19781.57936
17795.782715999998,19469.067657,11126.957909699999,12169.235593
23383.75293,23910.900653,16210.734220000002,15109.202168
18977.801503000002,14941.848128000001,14872.80387,16901.925817
14113.464845999999,13586.633022999999,15957.138433,15043.527523
15134.781615999998,16445.163771,14080.905760999998,14459.697167
18423.566155,18235.414433,18810.070633000003,19479.000391999998
16735.962666,10699.6422203,16893.626116,17053.5805
11810.606498,10176.5690558,19926.523503,17953.443398
15413.847543,16579.073076,18292.183992,17048.31116
15899.581476000001,15542.959229999999,17478.102577,18998.104665
16066.774421,14015.5912,22922.004279,17638.37068
17130.009364,19633.781783,16131.845673,17337.711128000003
17066.079915000002,16506.657514,13220.853336999999,17216.9479
17514.839734999998,18745.737144000002,17020.89511,15271.331854
14074.322044,15957.138433,16276.590967,17098.306289
14239.940794999999,10598.7467425,21012.768267,25317.324437
25857.987374,26205.3807,8804.3080582,12910.142642
24223.729839,30721.703879,10574.9693669,8756.326008
13917.515234999999,16059.325821999999,10518.5522956,12591.96533
11651.032295,11037.5280753,19277.12749,18867.70893
18680.87936,16477.019519999998,16457.560737,17091.93916
15122.226042999999,15837.014480000002,20792.144911,18710.033457
24233.043004,27639.068159,13444.254272999999,10937.0477496
16192.757345,16488.122095,17739.110405,18750.785205
18283.266375,18536.215764,17633.091252000002,17341.439066
15479.187242999998,15105.271359999999,14119.127694,11746.123107
14154.641196,14245.024643,18270.925134,19615.634969
17591.045241,18615.718063,17795.782715999998,16991.331320999998
14035.915534999998,13334.355069000001,14136.439632999998,16351.589032
13380.232965,16713.824088,15048.78059,16248.219205000001
23143.416527,9946.850730900002,10759.6250343,14675.838978
18346.800492000002,18253.024016000003,15828.535154000001,15813.605160000001
11472.672014,13681.720733999999,14167.297944,13371.040494
12141.009237,13451.273372,13736.54768,18212.593893999998
15590.40955,12726.113564,21989.309898,18908.168069
16259.774384,15990.384392000002,18908.168069,19121.700539
19270.248213000003,20236.298107000002,18647.988214,18117.151889
14799.125826,15296.069876999998,21191.479466,18394.849549
13526.488156000001,13369.323934,18697.644033,20256.745194
18986.36718,16962.100083,13874.254321999999,15646.060594999999
19873.221009,21063.218667,16122.623814999999,15559.916414000001
8536.782777299999,9503.7521395,25687.671051,20799.884880999998
19329.68235,14971.557289,20464.968449,19740.356846000002
27202.440084,26526.056848999997,12564.838671000001,15078.444545
17124.725525,18143.307232,12977.300474,13573.367694
19218.654253,16986.442324,14046.089532000002,18047.717045
17216.9479,21855.552334,16741.169996999997,16615.267257
20066.445103,17875.418675,19662.23327,20282.843625999998
15559.916414000001,17256.786207,22313.158207,20441.089681999998
15701.614686,17483.891874,16218.600199999997,17241.974927
20294.75108,19656.093734000002,18536.215764,16047.075597
15742.434415000002,17673.378980999998,20153.896767,18745.737144000002
20377.496785000003,19920.483533,14986.429629,14640.622169
16851.541709999998,19770.224183,15122.226042999999,14701.923801
16242.922082,16703.578675,20765.210882,22060.412559
13165.247394,11821.471561,19018.327645,16939.591141
10828.148288100001,10060.1944409,14181.023787000002,13161.813448
18133.146068,21446.091416,16661.30109,18836.804958
19047.459401,20543.768162,20757.507466,17680.248052000003
22356.493427999998,21989.309898,14178.453887,17514.839734999998
19412.332416,16534.327671,18784.328,18640.821598000002
18559.842189,18500.901648,19108.025144,16848.031865999998
14326.195423000001,15299.276719000001,19729.968356999998,21063.218667
21511.905351,18627.506226,21454.147034,20003.725241
8384.5046733,7844.9600161,26126.125475999997,19172.522563
22672.836984,19334.983992999998,18998.104665,18953.348748
15912.789743000001,19067.411546,18958.968449,18552.347228
14734.059812000001,13809.880964,23034.601373999998,19152.886259
16289.363204,20095.609925,16615.267257,16661.30109
18821.636907,15917.575341,17900.07415,17985.81671
11409.447002,11667.036355,21511.905351,22159.680163
15819.512369,17766.789991999998,18917.841287,20597.307629
14126.622117,16953.113978999998,21978.661777,18277.31171
18655.790175,18133.146068,21446.091416,21283.919503999998
30505.193854,24934.362896,13729.250859000002,17959.020778
15382.563230999998,13223.756168000002,18470.954869999998,17532.106321
17140.227176,17616.299374000002,16942.104505,16829.189986999998
17212.243335,17823.863348,19528.684478,17860.575377
19941.818482,17207.677465,15922.962242,14941.848128000001
16848.031865999998,18047.717045,19145.912823,17601.664855000003
13383.317645,12687.621491,22648.462003,18728.899912
19816.488435,18600.940028,15548.984713000002,17784.102111
10349.2432696,9049.855061999999,25563.493133,25070.01755
18552.347228,20577.474541,16623.570092,16477.019519999998
14100.686528999999,12629.504676,18582.793708,18330.117533999997
20903.043782,22020.106848000003,15738.125691,16787.570024
15682.54303,16144.212448,20577.474541,17909.569343
9167.8798014,8312.2105104,28934.122551999997,22480.00307
20775.398334999998,21328.750237,14436.940638,16528.751356
15109.202168,16014.114419,18052.084665,16623.570092
11897.786325,11126.957909699999,24466.097514999998,21973.701251
19172.522563,21321.542063,12949.689522,18064.670855
18874.614674,16563.908476,17542.693028,18620.518004999998
16497.640043,17005.762226,17514.839734999998,13565.115854
16939.591141,17542.693028,18520.94277,17351.994434
14899.837339,19356.035991,19861.138576,18253.024016000003
16386.81941,17341.439066,17029.929513,16259.774384
15887.272713000002,19563.753371,13809.880964,16024.174158
18394.849549,16893.626116,18986.36718,17422.522763
13204.758726999999,22672.836984,12561.895353,16517.20768
18897.948968,17753.620329,13678.989661,13693.431141
12460.173053,14074.322044,11679.611392,10665.9414259
16481.218607,15532.590215,9749.7861698,12073.701769000001
19539.712085,21708.75291,17256.786207,15556.300733
21387.594489000003,22382.168261,14161.26705,14768.2405
23744.889588,18993.203109000002,19407.092894,21776.700204
18701.681741,19161.340101,19053.733844,16932.12867
15985.621511,16276.590967,22060.412559,18661.392591
6552.7554464,7433.7959743,25971.562873,21387.594489000003
17053.5805,21283.919503999998,14589.435438,15357.787149
18064.670855,19351.532558,17367.903369,17591.045241
18308.584161,19308.751712,18606.196837000003,19816.488435
16595.1406,17847.296049,19127.484832,17121.116459
19840.252016,21962.596984,14809.957946,14566.487302
19419.634872000002,21820.476926,17098.306289,18977.801503000002
17408.579902,19840.252016,17241.974927,16135.937073
18402.551099,20636.390502000002,20316.685384,18484.046402
32516.105904999997,18302.683335,17591.045241,13904.653026
19557.481054,19873.221009,13995.007728999999,15803.749780000002
17294.975567,16573.639848,12793.044421,15618.157560000001
11034.497694900001,10458.5449985,16780.251437,15525.635219
14305.928095000001,13068.387202,19579.299298,21275.78814
11988.01972,11101.8194443,18477.316586,18133.146068
17471.911722,17382.733812,16334.186324999999,17979.251279
15660.579075000001,17746.513007,15997.428234,16665.776832
15666.393612999998,16684.115225,16215.535928000001,13546.276459
9302.9699564,6454.4664837,27658.832954,21017.164456
16563.908476,18176.370673,16763.375924,17430.618073999998
15233.674997999999,11928.320525,17556.947338,14436.940638
14245.024643,12488.180901,13019.638693,14746.040509000002
13826.521690999998,9592.015391199999,18464.502749,18076.029333000002
15018.147555,17298.818144,13969.308905000002,11814.642015000001
14064.317626,14620.644266,20038.609662,19032.426388
23584.01755,23565.419164,14870.397518000002,19233.596977
16976.094654,18620.518004999998,16014.114419,16497.640043
17974.598415,19133.250686,15713.00142,12958.303518
16631.224036,19590.7448,19249.022235,16077.97162
15922.962242,14136.439632999998,19469.067657,18842.195829
17024.014476,20532.881799000003,17355.716621,14039.815694
16893.626116,20431.042749,13844.792642,13362.112031
15169.836647,16926.302392,16157.929222,18942.938986999998
20848.867909,20658.833133,15479.187242999998,15214.655531
13130.623866999998,13434.938681,14225.042394,13347.571995999999
16915.110967,14362.860531000002,16915.110967,20153.896767
14644.190184000001,16981.590978,15084.666902,15922.962242
11653.842739,11750.484213,9331.556781000001,7037.086913000001
14581.675174,11860.200996,16999.418716,18346.800492000002
16679.802988,15182.065195,15649.682899000001,15500.549067999998
15787.576265,13383.317645,17850.217633,16713.824088
16407.414219000002,14607.535092,19026.555883,19086.519068
20895.267307,21623.399251000003,15469.506397000001,15435.347747000002
20122.721341,20010.193659,14977.256625999999,13993.528735999998
18277.31171,18187.732926,13158.424818,16363.819645
18623.592439,18270.925134,17337.711128000003,19091.006858
14971.557289,13712.09044,10601.9589324,10119.2781592
13590.551303,15719.995529000002,14334.164141000001,15067.656885
18615.718063,20597.307629,14928.940782999998,15729.943044
17483.891874,19648.764101999997,15837.014480000002,16255.12526
14752.552087,17496.449429,13705.469598,15161.304070000002
14514.694265000002,17624.232058999998,15182.065195,14092.835855000001
11827.385188,11072.247040999999,14791.162732,17459.552238
16579.073076,18897.948968,15015.601938000002,16171.086371000001
15964.723409000002,13685.010699,16420.599125,16602.548804
17011.217978,18083.750776,18577.993391,17777.985178
17570.122392999998,19836.587187999998,14581.675174,16376.477715
13174.277865,12798.223194,15327.624291999999,15569.051225
22382.168261,19576.624424,18491.196961,19451.425162
11771.997715000001,14271.590816,13619.475844,14895.590025000001
17109.486306,17974.598415,16441.372726,16019.40297
16757.343053,17692.747968,14746.040509000002,12109.412760000001
20719.986838,16436.880244,19873.221009,15339.249095000001
17389.722209,18064.670855,16872.262602,14391.053062
11762.658517,11851.139287,20112.705645000002,16888.769784
22886.083986,19711.409533000002,16976.094654,16192.757345
17855.589437,18647.988214,14212.772222,14245.024643
22993.750378999997,22713.528448,15493.358009,12954.615573
20316.685384,18477.316586,18143.307232,19469.067657
18108.832581000002,17048.31116,21885.284818,19972.56365
20731.049877999998,21086.210146,12424.565369,12701.10703
17337.711128000003,17739.110405,15734.073613999999,15018.147555
18459.401738,16822.56146,13937.55834,14737.988091000001
19233.596977,18321.838215,16573.639848,16329.873543999998
14345.291784000001,12299.495077,19433.684975,19590.7448
18953.348748,16215.535928000001,12146.292519999999,14785.253101
16471.525002000002,15904.790139,18974.221802,19951.278278
20658.833133,18974.221802,18710.033457,13858.313174
16157.929222,19899.871588,14644.190184000001,14648.452794
13890.422271,12183.413529000001,16311.073660999999,16643.036382
22713.528448,23013.55517,15250.076878000002,12840.281944999999
12629.504676,13394.089937,23895.100108000002,25087.698175
18738.110159,18836.804958,14271.590816,14150.36966
17962.298053,20823.77839,11818.658932,13619.475844
12687.621491,12977.300474,16126.099132,16062.369173
14737.988091000001,15689.004786,18001.509775,17228.809433
18912.240501,20122.721341,12543.55941,14136.439632999998
16657.320872,19286.013979000003,14794.862849000001,16430.512646
15187.294510000002,16471.525002000002,16776.141317,20183.0442
14840.583771,14471.522433999999,13004.000413,14791.162732
18366.649434,20183.0442,13698.349033,14334.164141000001
14709.235068,14578.302145,18444.546101,18655.790175
21643.082593,17565.4057,20957.939005,23232.686328
22112.338444,20586.481493,15513.786472000002,16131.845673
17173.737266,15738.125691,18842.195829,19717.834303
17249.132951,18317.554463,17249.132951,16595.1406
27211.134615,23815.584580000002,13041.995183,17396.89947
14914.919414,11765.771485000001,14498.52116,13874.254321999999
17489.514088,18685.794553,17772.857015,17991.706424
19263.278055,20926.79784,12448.609999,13681.720733999999
12743.879364999999,14554.191254,14528.993169,16035.714364
13078.999064,15090.743625,19095.644774,18386.75459
14028.037671000002,13402.906884999999,16279.970972,12977.300474
16901.925817,16665.776832,15682.54303,16407.414219000002
17692.747968,19121.700539,15457.265091,17699.251924
17436.557701,15426.676582,17396.89947,18758.74566
11187.006732,12252.994347,24756.775444,20057.600115
15895.407212999999,17241.974927,16315.268005,17483.891874
14281.437997,15970.184652,14692.477029000001,15373.823629999999
20744.337474,19640.988336000002,14670.180299,15655.581648000001
18001.509775,17828.595435000003,14625.731116,14541.829522
17100.831292,16203.57389,14313.962994000001,13909.034036000001
16583.494313,16674.903054000002,15590.40955,16014.114419
18500.901648,18794.624203,17185.446945,14712.930234
13847.974749,14683.443831,12896.601408999999,13660.131784000001
16501.453736000003,18953.348748,13899.524507,16164.094001
18784.328,16398.077669,19451.425162,17847.296049
11604.486151000001,13285.682809,14620.644266,13375.337982000001
17496.449429,17924.588765,17113.986617,17162.393192
18212.593893999998,17666.772069000002,17761.663344,19380.593256
12488.180901,14161.26705,18241.030565,14385.902351
16265.791612,17795.782715999998,14523.118531,14326.195423000001
16047.075597,19498.111031,14629.526004,14688.52662
13705.469598,12965.684169,13763.959596,14954.428892
13928.278413000002,14535.457488,14012.335358,15285.660294000001
15061.129053999999,18029.398961,17746.513007,20586.481493
17850.217633,15749.281692,18459.401738,17838.393396
17869.233113000002,15660.579075000001,16347.028618,19375.312547
13733.108934,16567.441239,17621.226654,17761.663344
13550.703198,15114.400841,14448.275810000001,16398.077669
18386.75459,15401.126955999998,17278.384344,17029.929513
16223.131086999998,14611.656791000001,16545.787613,16210.734220000002
17382.733812,19606.619144999997,15724.590606000002,14822.861069999999
16550.564831,15569.051225,18436.016163,18029.398961
14620.644266,12157.160273,18058.622965,17478.102577
17422.522763,20887.049687,17716.647451,18632.387035
16567.441239,13969.308905000002,17267.756570999998,17656.485478
17924.588765,19424.37524,14752.552087,13844.792642
14611.656791000001,14692.477029000001,12810.547412,11679.611392
17355.716621,17195.51898,21469.542947,21394.416814
12721.022762999999,13228.370444,17402.928554000002,18577.993391
18470.954869999998,16012.567423,17195.51898,20614.310004
17608.617795000002,17445.956975,16477.019519999998,17650.340472
18205.604462,20143.350017,17140.227176,15532.590215
15970.184652,18582.793708,14659.559803,15590.40955
15631.763944999999,15290.687644,15779.403302,15451.981806
15355.897299,21213.784267000003,15697.46398,13995.007728999999
16753.242991,18436.016163,15912.789743000001,17124.725525
27582.160840999997,18212.593893999998,17638.37068,18470.954869999998
9946.850730900002,13456.211720000001,15373.823629999999,17932.095207
15803.749780000002,15141.911682,19515.895367,19412.332416
15734.073613999999,15600.066872,13895.805864999998,17294.975567
18610.650294,16595.1406,18302.683335,16748.191871
13805.455728,13689.852475000002,19850.272390000002,15631.763944999999
12275.411472,12577.035923,14616.387299999999,13887.153516999999
19699.323454,20074.425649,14779.588318,14271.590816
16829.189986999998,21096.622669,14400.884226999999,16539.921620999998
15618.157560000001,18108.832581000002,17550.257117,14593.935097999998
17185.446945,19080.102604,17290.658046999997,15607.807363
21032.517455,21680.660825,16921.351366,16976.094654
16986.442324,18076.029333000002,13665.080223,15779.403302
17875.418675,12958.303518,13282.193948,13452.650266999999
16315.268005,12275.411472,15887.272713000002,18993.203109000002
16814.29941,19127.484832,17149.270374,18193.093093
15141.911682,17900.07415,15655.581648000001,15267.017924999998
12769.848484999999,8184.9652573,16071.168122,15513.786472000002
11606.925464,14774.392896,21086.210146,15210.265774
12468.712844,12694.922495,13814.217288999998,15878.255855000001
9137.4728123,8187.5615444,13050.733099000001,12252.994347
22234.812765000002,20895.267307,17005.762226,16583.494313
12876.131162000001,11676.796875,19047.459401,16981.590978
15607.807363,17189.496905,17828.595435000003,15844.782516000001
15105.271359999999,15479.187242999998,16393.183552,19983.647727
17666.772069000002,19451.425162,16340.099928,16276.590967
17823.863348,19699.323454,14914.919414,13951.969751
13058.901166,14986.429629,15489.210589999999,18083.750776
17847.296049,19822.76776,13674.886064,13689.852475000002
15935.057298,18892.631111000002,15378.855215,14007.760545000001
14957.749910000002,12347.514043,20543.768162,19463.626991999998
16448.745407000002,17591.045241,12183.413529000001,15701.614686
20307.365389000002,19363.593163999998,13972.807579999999,15474.697196
14518.134079,14051.279939,12972.837635,11027.0271681
13467.675791000001,13371.040494,14675.838978,15122.226042999999
16766.593946,19679.311733000002,14557.597053,14914.919414
18199.873754,23107.497548,18166.898936999998,17881.118254
19729.968356999998,17430.618073999998,15666.393612999998,19831.459093999998
15214.655531,18804.342329,12917.148035,13318.500898000002
15241.937805999998,15323.223188,16196.364335999999,17066.079915000002
15578.648747,15176.235428,13110.911801999999,14286.332632
11730.160258,12363.738352,18924.596114,21643.082593
17155.596571,16024.174158,15660.579075000001,14880.738711000002
19080.102604,18221.45272,18036.052908,15003.839734
17228.809433,14835.027909,15542.959229999999,16741.169996999997
15519.924009999999,18127.496994,14219.737254000001,15904.790139
